domain;supergroup;division;subdivision;class;order;family;genus;species;accesion
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Glyphidrilus;Glyphidrilus_borealis;KX238681
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Glyphidrilus;Glyphidrilus_huailuangensis;KU885476
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Glossoscolecidae;Glossoscolecidae_sp.;GU013850
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Martiodrilus;Martiodrilus_sp.;OM951766
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Pontoscolex;Pontoscolex_corethrurus;MN179624
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Kynotus;Kynotus_michaelseni;KX372243
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Kynotus;Kynotus_voimmanus;KX517833
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Lumbricidae;Lumbricidae_sp.;GU013902
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Lumbricidae;Lumbricidae_sp.;GU014164
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Bimastos;Bimastos_parvus;MN125035
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Dendrobaena;Dendrobaena_octaedra;MN175308
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Eisenia;Eisenia_andrei;LC006116
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Eisenia;Eisenia_andrei;MH105399
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Lumbricus;Lumbricus_terrestris;MK731193
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Scherotheca;Scherotheca_portonana;OL979095
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Spermophorodrilinae;Healyella;KX651133
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Amynthas;Amynthas_incongruus;MN175304
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Amynthas;Amynthas_sp.;KF205472
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Lampito;Lampito_mauritii;MN662343
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Lampito;Lampito_mauritii;MH988417
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Megascolecidae;Megascolecidae_sp.;AB607091
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Metaphire;Metaphire_sieboldi;LC721122
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Perionyx;Perionyx_gravelyi;MH988422
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Pontodrilus;Pontodrilus_bermudensis;MH988428
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Chamaedrilus;Chamaedrilus_sphagnetorum;GU453369
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Grania;Grania_levis;KT428114
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Henlea;Henlea_nasuta;GU453372
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Lumbricillus;Lumbricillus_antarcticus;MZ393947
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Marionina;Marionina_levitheca;GU902093
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Marionina;Marionina_sp.;MF001186
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Propappus;Propappus_volki;GU902109
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Haplotaxis;Haplotaxis_sp.;OQ351740
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Haplotaxis;Haplotaxis_sp.;KM527713
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Lamprodrilus;Lamprodrilus_wagneri;AJ577622
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Lumbriculus;Lumbriculus_variegatus;BR001869
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Rhynchelmis;Rhynchelmis_alyonae;GU328649
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Stylodrilus;Stylodrilus_asiaticus;AJ577613
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Stylodrilus;Stylodrilus_heringianus;JX993870
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Stylodrilus;Stylodrilus_parvus;KR296753
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Stylodrilus;Stylodrilus_sp.;KR296750
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Drawida;Drawida_bullata;JN887895
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Drawida;Drawida_Monobe;AB592437
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Drawida;Drawida_sp.;JX157618
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Drawida;Drawida_sp.;JX067959
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Branchiura;Branchiura_sowerbyi;LC763629
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Doliodrilus;Doliodrilus_tener;KY636937
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Naididae;Naididae_sp.;MW021288
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Paranais;Paranais_litoralis;KP204261
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Pristina;Pristina_sp.;MW021259
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Bathydrilus;Bathydrilus_rohdei;KJ753866
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Inanidrilus;Inanidrilus_exumae;MF991274
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Inanidrilus;Inanidrilus_leukodermatus;KP943848
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Inanidrilus;Inanidrilus_makropetalos;KP943866
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Olavius;Olavius_albidoides;KP943857
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Olavius;Olavius_geniculatus;KP943849
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Olavius;Olavius_ilvae;KP943853
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Olavius;Olavius_longissimus;KP943861
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Olavius;Olavius_sp.;KP943846
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Olavius;Olavius_sp.;KP943856
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Olavius;Olavius_sp.;KP943858
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Olavius;Olavius_sp.;KP943850
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Olavius;Olavius_sp.;KP943845
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Olavius;Olavius_tenuissimus;KP943863
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Heterodrilus;Heterodrilus_ersei;KJ753857
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Heterodrilus;Heterodrilus_modestus;KJ753855
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Heterodrilus;Heterodrilus_perkinsi;KJ753849
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Heterodrilus;Heterodrilus_sp.;KJ753852
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Rhyacodriloides;Rhyacodriloides_abyssalis;FN796445
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Baikalodrilus;Baikalodrilus_digitatus;FN434362
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Clitellio;Clitellio_sp.;HM417785
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Embolocephalus;Embolocephalus_sp.;OP918896
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Haber;Haber_vetus;MK984652
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Isochaetides;Isochaetides_palmatus;MW888736
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Potamothrix;Potamothrix_hammoniensis;OR150113
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Tubifex;Tubifex_newaensis;KY636949
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Tubifex;Tubifex_sp.;AF003257
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Tubifex;Tubifex_tubifex;AF534866
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Tubifex;Tubifex_tubifex;EF179543
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Tubificoides;Tubificoides_brownae;HM460239
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Tubificoides;Tubificoides_heterochaetus;HM460179
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Tubificoides;Tubificoides_kozloffi;HM460192
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Tubificoides;Tubificoides_swirencowi;HM460172
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Phreodrilidae;Phreodrilidae_sp.;MW911293
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Asteriomyzostomum_Annelida;Asteriomyzostomum_hercules;LC314716
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Endomyzostoma_Annelida;Endomyzostoma_scotia;KM014168
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Myzostoma_Annelida;Myzostoma_gopalai;OQ533054
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Protomyzostomum_Annelida;Protomyzostomum_lingua;KM014171
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MW124553
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736287
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736260
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736352
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736229
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KU496528
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MN684033
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736243
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MN684027
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736550
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736274
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736626
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736285
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736255
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736178
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736353
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736554
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736546
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MH826387
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736314
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736342
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;ON716042
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MN684054
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736226
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736462
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736341
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;OK340116
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KY263235
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MH338396
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KY263178
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KY262626
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MH338603
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736653
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736333
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MN684090
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MZ580936
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736223
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MH338263
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736193
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736244
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KY262699
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736302
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MN684031
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MH339403
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MN684099
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KY263283
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MN684047
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736412
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736405
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736493
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736491
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MN684120
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KY250725
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736662
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736339
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736524
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736337
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736515
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736190
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MN684134
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KY262589
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MH338644
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736625
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736514
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KY262580
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736432
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736451
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736495
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736180
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736325
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736331
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736221
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736177
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736340
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736227
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736480
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MN684051
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736183
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MH338347
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MH338348
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736330
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736176
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KY262757
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KX227103
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MH338734
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KY262639
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MZ560516
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;KJ736343
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;ON661033
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MN619306
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MN619305
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MN619329
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Polychaeta;Polychaeta_sp.;MN619307
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Achaetobonellia;Achaetobonellia_sp.;LC107744
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Bonellia;Bonellia_viridis;AB771496
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Metabonellia;Metabonellia_haswelli;KM187649
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Ikeda_annelida;Ikeda_pirotansis;OR391896
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Thalassematidae;Thalassematidae_sp.;MW124937
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Anelassorhynchus;Anelassorhynchus_sp.;LC107727
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Anelassorhynchus;Anelassorhynchus_sp.;LC107726
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Anelassorhynchus;Anelassorhynchus_sp.;LC107723
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Anelassorhynchus;Anelassorhynchus_sp.;LC107724
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Anelassorhynchus;Anelassorhynchus_sp.;LC107728
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Anelassorhynchus;Anelassorhynchus_sp.;LC107725
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Ikedosoma;Ikedosoma_gogoshimense;AB932566
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Lissomyema;Lissomyema_exilii;LC107741
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Listriolobus;Listriolobus_sorbillans;AB968033
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Ochetostoma;Ochetostoma_sp.;LC107737
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Ochetostoma;Ochetostoma_edax;LC107735
