domain;supergroup;division;subdivision;class;order;family;genus;species;accesion
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Tardigrada_XXX;Tardigrada_XXX_sp.;KC146108
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Tardigrada_XXX;Tardigrada_XXX_sp.;MW262021
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Tardigrada_XXX;Tardigrada_XXX_sp.;MW262014
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Tardigrada_XXX;Tardigrada_XXX_sp.;MW262017
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Tardigrada_XXX;Tardigrada_XXX_sp.;MW262008
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;OQ376687
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;MN847742
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;MN847769
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;MN847745
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;ON754953
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;OQ376679
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;MN847733
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;OQ376678
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;MK492293
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;KJ857002
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;MN847764
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;MN847755
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;MN847768
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;KJ857001
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;OQ376688
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;KP013598
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;MN847726
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;OQ376680
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;MN847738
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;MN847736
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;KP013613
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;MN847751
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_berladnicorum;KT951659
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_eurystomum;MT276191
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_matheusi;MN187056
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_pacificum;LC511090
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_pentapapillatum;MT581437
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_quadrifidum;MK492291
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_rastrum;LC721287
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_reductum;MT511063
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_tardigradum;EU244603
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_variefidum;KT951663
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Parachela;Parachela_X_sp.;KJ856950
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Parachela;Parachela_X_sp.;KJ856930
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Parachela;Parachela_X_sp.;KJ856940
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Parachela;Parachela_X_sp.;KJ856933
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Parachela;Parachela_X_sp.;KJ856943
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Parachela;Parachela_X_sp.;KJ856928
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Parachela;Parachela_X_sp.;KJ856926
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Parachela;Parachela_X_sp.;KJ856980
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Bertolanius;Bertolanius_volubilis;AY598769
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibiidae;Hypsibiidae_X_sp.;OP208049
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibiidae;Hypsibiidae_X_sp.;OP208063
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibiidae;Hypsibiidae_X_sp.;OP208052
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Acutuncus;Acutuncus_sp.;MW009690
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Acutuncus;Acutuncus_antarcticus;JX865305
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Acutuncus;Acutuncus_antarcticus;KT898841
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Acutuncus;Acutuncus_antarcticus;LC089870
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Acutuncus;Acutuncus_giovanniniae;MW306855
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Adropion;Adropion_sp.;MK392633
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Adropion;Adropion_scoticum;OP013274
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Adropion;Adropion_scoticum;OP684785
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Astatumen;Astatumen_trinacriae;FJ435790
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Borealibius;Borealibius_zetlandicus;FJ184601
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Cryobiotus;Cryobiotus_klebelsbergi;KT901831
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Diphascon;Diphascon_sp.;KJ856916
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Diphascon;Diphascon_sp.;KP013606
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Diphascon;Diphascon_sp.;KP013605
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Diphascon;Diphascon_sp.;KP013610
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Diphascon;Diphascon_higginsi;KU513417
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Diphascon;Diphascon_pingue;OP013273
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Diphascon;Diphascon_pingue;FJ435793
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Diphascon;Diphascon_puniceum;KP013597
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Diphascon;Diphascon_tenue;OQ352269
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_sp.;OR554247
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_sp.;ON899875
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_sp.;MW549049
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_convergens;FJ435798
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_dujardini;MG818723
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_dujardini;FR749884
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_dujardini;GU339057
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_dujardini;KU513418
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_exemplaris;MW010376
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_exemplaris;MW010373
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_exemplaris;MW010375
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_pallidoides;MN918533
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_pallidus;OP684776
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Mesocrista;Mesocrista_revelata;KU495934
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Mesocrista;Mesocrista_spitzbergensis;KX347535
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Pilatobius;Pilatobius_sp.;MT328915
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Pilatobius;Pilatobius_sp.;MW009691
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Pilatobius;Pilatobius_bullatus;OP013276
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Pilatobius;Pilatobius_recamieri;KX347529
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Cryoconicus;Cryoconicus_antiarktos;MK879527
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hebesuncus;Hebesuncus_ryani;MK879536
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Ramajendas;Ramajendas_frigidus;MZ047789
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Ramazzottius;Ramazzottius_oberhaeuseri;FJ435799
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Ramazzottius;Ramazzottius_oberhaeuseri;EU251380
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Ramazzottius;Ramazzottius_oberhaeuseri;FJ435800
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Ramazzottius;Ramazzottius_oberhaeuseri;EU251381
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Ramazzottius;Ramazzottius_oberhaeuseri;OP013278
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Ramazzottius;Ramazzottius_oberhaeuseri;KC146117
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Ramazzottius;Ramazzottius_subanomalus;MF001999
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Ramazzottius;Ramazzottius_varieornatus;MG432813
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Grevenius;Grevenius_pushkini;KU513419
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Thulinius;Thulinius_sp.;HM600784
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Thulinius;Thulinius_augusti;KF360229
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Thulinius;Thulinius_ruffoi;KU513420
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Dastychius;Dastychius_improvisus;MK765502
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Isohypsibius;Isohypsibius_sp.;FJ435797
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Adorybiotus;Adorybiotus_sp.;ON059358
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Adorybiotus;Adorybiotus_granulatus;OQ029488
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Crenubiotus;Crenubiotus_ruhesteini;MW074338
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Crenubiotus;Crenubiotus_salishani;ON059359
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Calcarobiotus;Calcarobiotus_sp.;OM151284
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Calcarobiotus;Calcarobiotus_sp.;MT808077
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Calcarobiotus;Calcarobiotus_sp.;KX273101
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Calcarobiotus;Calcarobiotus_sp.;OP870173
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;KJ856987
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;MT246659
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;KJ856981
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;KJ856989
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;MF503452
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;KJ856992
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;MW698695
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;JX865311
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;MT246661
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;MW186952
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;KJ856982
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;KJ856990
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;MT863704
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;OP684780
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;JX865310
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_almadai;MW990245
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_ariekammensis;MZ460999
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_ariekammensis;MZ461005
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_birendrai;MW656266
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_caelestis;MK737922
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_canaricus;MH057765
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_crustulus;MT260371
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_engbergi;MN444824
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_fontourai;OP561784
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_glebkai;MW246134
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_hannae;MH057764
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_hufelandi;KC146115
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_hufelandi;JX865315
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_hufelandi;OP013283
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_hufelandi;JX865312
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_hufelandi;MW727962
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_hufelandi;KC146114
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_hufelandi;KC146122
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_hufelandi;MW727983
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_kamilae;MK737920
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_kirghizicus;MZ461002
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_kosmali;OP141639
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_kristenseni;KC193575
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_kyoukenus;ON809461
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_macrocalix;FJ176203
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_macrocalix;JX683814
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_margoae;MN888315
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_muralis;OP561785
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_noongaris;MK737919
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_pallarii;MT807924
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_pallarii;FJ435807
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_papei;MH057763
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_paulinae;KT951668
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_persimilis;EU244608
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_polypiformis;KX810011
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_pseudopallarii;MN888316
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_rebecchii;OP477442
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_recens;MH057768
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_ripperi;MN888312
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_rybaki;MW593931
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sandrae;OK662994
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_scoticus;KY797267
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_shonaicus;MG757136
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_siderophilus;OP561776
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sottilei;MW246133
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_terminalis;AY598775
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_terminalis;JN673960
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Mesobiotus;Mesobiotus_sp.;OR803041
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Mesobiotus;Mesobiotus_sp.;OR803037
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Mesobiotus;Mesobiotus_sp.;OQ968314
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Mesobiotus;Mesobiotus_sp.;MT904513
