domain;supergroup;division;subdivision;class;order;family;genus;species;accesion;completeness
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Tardigrada_XXX;Tardigrada_XXX_sp.;KC146108;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Tardigrada_XXX;Tardigrada_XXX_sp.;MW262021;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Tardigrada_XXX;Tardigrada_XXX_sp.;MW262014;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Tardigrada_XXX;Tardigrada_XXX_sp.;MW262017;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Tardigrada_XXX;Tardigrada_XXX_sp.;MW262008;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;OQ376687;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;MN847742;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;MN847769;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;MN847745;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;ON754953;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;OQ376679;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;MN847733;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;OQ376678;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;MK492293;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;KJ857002;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;MN847764;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;MN847755;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;MN847768;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;KJ857001;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;OQ376688;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;KP013598;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;MN847726;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;OQ376680;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;MN847738;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;MN847736;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;KP013613;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_sp.;MN847751;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_berladnicorum;KT951659;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_eurystomum;MT276191;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_matheusi;MN187056;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_pacificum;LC511090;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_pentapapillatum;MT581437;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_quadrifidum;MK492291;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_rastrum;LC721287;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_reductum;MT511063;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_tardigradum;EU244603;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Milnesium;Milnesium_variefidum;KT951663;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Parachela;Parachela_X_sp.;KJ856950;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Parachela;Parachela_X_sp.;KJ856930;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Parachela;Parachela_X_sp.;KJ856940;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Parachela;Parachela_X_sp.;KJ856933;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Parachela;Parachela_X_sp.;KJ856943;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Parachela;Parachela_X_sp.;KJ856928;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Parachela;Parachela_X_sp.;KJ856926;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Parachela;Parachela_X_sp.;KJ856980;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Bertolanius;Bertolanius_volubilis;AY598769;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibiidae;Hypsibiidae_X_sp.;OP208049;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibiidae;Hypsibiidae_X_sp.;OP208063;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibiidae;Hypsibiidae_X_sp.;OP208052;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Acutuncus;Acutuncus_sp.;MW009690;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Acutuncus;Acutuncus_antarcticus;JX865305;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Acutuncus;Acutuncus_antarcticus;KT898841;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Acutuncus;Acutuncus_antarcticus;LC089870;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Acutuncus;Acutuncus_giovanniniae;MW306855;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Adropion;Adropion_sp.;MK392633;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Adropion;Adropion_scoticum;OP013274;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Adropion;Adropion_scoticum;OP684785;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Astatumen;Astatumen_trinacriae;FJ435790;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Borealibius;Borealibius_zetlandicus;FJ184601;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Cryobiotus;Cryobiotus_klebelsbergi;KT901831;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Diphascon;Diphascon_sp.;KJ856916;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Diphascon;Diphascon_sp.;KP013606;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Diphascon;Diphascon_sp.;KP013605;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Diphascon;Diphascon_sp.;KP013610;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Diphascon;Diphascon_higginsi;KU513417;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Diphascon;Diphascon_pingue;OP013273;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Diphascon;Diphascon_pingue;FJ435793;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Diphascon;Diphascon_puniceum;KP013597;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Diphascon;Diphascon_tenue;OQ352269;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_sp.;OR554247;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_sp.;ON899875;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_sp.;MW549049;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_convergens;FJ435798;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_dujardini;MG818723;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_dujardini;FR749884;complete
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_dujardini;GU339057;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_dujardini;KU513418;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_exemplaris;MW010376;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_exemplaris;MW010373;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_exemplaris;MW010375;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_pallidoides;MN918533;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hypsibius;Hypsibius_pallidus;OP684776;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Mesocrista;Mesocrista_revelata;KU495934;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Mesocrista;Mesocrista_spitzbergensis;KX347535;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Pilatobius;Pilatobius_sp.;MT328915;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Pilatobius;Pilatobius_sp.;MW009691;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Pilatobius;Pilatobius_bullatus;OP013276;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Pilatobius;Pilatobius_recamieri;KX347529;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Cryoconicus;Cryoconicus_antiarktos;MK879527;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Hebesuncus;Hebesuncus_ryani;MK879536;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Ramajendas;Ramajendas_frigidus;MZ047789;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Ramazzottius;Ramazzottius_oberhaeuseri;FJ435799;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Ramazzottius;Ramazzottius_oberhaeuseri;EU251380;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Ramazzottius;Ramazzottius_oberhaeuseri;FJ435800;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Ramazzottius;Ramazzottius_oberhaeuseri;EU251381;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Ramazzottius;Ramazzottius_oberhaeuseri;OP013278;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Ramazzottius;Ramazzottius_oberhaeuseri;KC146117;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Ramazzottius;Ramazzottius_subanomalus;MF001999;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Ramazzottius;Ramazzottius_varieornatus;MG432813;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Grevenius;Grevenius_pushkini;KU513419;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Thulinius;Thulinius_sp.;HM600784;complete
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Thulinius;Thulinius_augusti;KF360229;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Thulinius;Thulinius_ruffoi;KU513420;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Dastychius;Dastychius_improvisus;MK765502;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Isohypsibius;Isohypsibius_sp.;FJ435797;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Adorybiotus;Adorybiotus_sp.;ON059358;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Adorybiotus;Adorybiotus_granulatus;OQ029488;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Crenubiotus;Crenubiotus_ruhesteini;MW074338;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Crenubiotus;Crenubiotus_salishani;ON059359;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Calcarobiotus;Calcarobiotus_sp.;OM151284;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Calcarobiotus;Calcarobiotus_sp.;MT808077;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Calcarobiotus;Calcarobiotus_sp.;KX273101;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Calcarobiotus;Calcarobiotus_sp.;OP870173;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;KJ856987;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;MT246659;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;KJ856981;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;KJ856989;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;MF503452;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;KJ856992;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;MW698695;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;JX865311;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;MT246661;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;MW186952;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;KJ856982;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;KJ856990;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;MT863704;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;OP684780;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sp.;JX865310;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_almadai;MW990245;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_ariekammensis;MZ460999;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_ariekammensis;MZ461005;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_birendrai;MW656266;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_caelestis;MK737922;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_canaricus;MH057765;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_crustulus;MT260371;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_engbergi;MN444824;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_fontourai;OP561784;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_glebkai;MW246134;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_hannae;MH057764;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_hufelandi;KC146115;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_hufelandi;JX865315;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_hufelandi;OP013283;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_hufelandi;JX865312;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_hufelandi;MW727962;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_hufelandi;KC146114;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_hufelandi;KC146122;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_hufelandi;MW727983;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_kamilae;MK737920;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_kirghizicus;MZ461002;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_kosmali;OP141639;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_kristenseni;KC193575;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_kyoukenus;ON809461;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_macrocalix;FJ176203;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_macrocalix;JX683814;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_margoae;MN888315;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_muralis;OP561785;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_noongaris;MK737919;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_pallarii;MT807924;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_pallarii;FJ435807;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_papei;MH057763;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_paulinae;KT951668;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_persimilis;EU244608;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_polypiformis;KX810011;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_pseudopallarii;MN888316;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_rebecchii;OP477442;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_recens;MH057768;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_ripperi;MN888312;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_rybaki;MW593931;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_sandrae;OK662994;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_scoticus;KY797267;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_shonaicus;MG757136;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Tardigrada_X;Tardigrada_XX;Macrobiotus;Macrobiotus_siderophilus;OP561776;partial
