domain;supergroup;division;subdivision;phylum;class;order;family;genus;species;accesion;Completeness
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_sp;JF437860;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_sp;JQ689539;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_sp;JQ689582;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_sp;KX363655;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_sp;JQ689578;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_sp;JQ689491;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_sp;JQ689590;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_sp;JF437858;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_sp;JQ689573;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_sp;JQ689575;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_sp;JQ689574;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_sp;JF437859;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_sp;JQ689557;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_sp;JQ689556;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_sp;JQ689508;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_sp;JF437857;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_sp;JQ689535;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_sp;JQ689516;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_sp;JF437735;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_sp;JQ689509;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_sp;JQ689510;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_sp;JQ689530;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_sp;MW046193;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_hoepneri;JF437843;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_pollocki;JQ689505;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Echiniscoides;Echiniscoides_sigismundi;KX363659;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;Isoechiniscoides;Isoechiniscoides_sifae;KX363649;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Eutardigrada;Parachela;Doryphoribiidae;Pseudobiotus;Pseudobiotus_spinifer;KF938944;complete
Eukaryota;Obazoa;Opisthokonta;Metazoa;Tardigrada;Heterotardigrada;Arthrotardigrada;Batillipedidae;Batillipes;Batillipes_longispinosus;KF938943;complete
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Appendicularia;Appendicularia_X;Appendicularia_XX;Appendicularia_XXX;Appendicularia_XXXX;MW124510;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Appendicularia;Copelata;Oikopleuridae;Oikopleuridae_X;Oikopleuridae_XX;MW124512;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Appendicularia;Copelata;Oikopleuridae;Oikopleura;Oikopleura_sp;OR378930;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Appendicularia;Copelata;Oikopleuridae;Oikopleura;Oikopleura_longicauda;LC222754;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Ascidiacea_X;Ascidiacea_XX;Ascidiacea_XXX;Ascidiacea_XXXX;MG422949;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Ascidiacea_X;Ascidiacea_XX;Ascidiacea_XXX;Ascidiacea_XXXX;MH339218;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Ascidiacea_X;Ascidiacea_XX;Ascidiacea_XXX;Ascidiacea_XXXX;MH339219;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Ascidiacea_X;Ascidiacea_XX;Ascidiacea_XXX;Ascidiacea_XXXX;MG421923;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Aplousobranchia_X;Aplousobranchia_XX;Aplousobranchia_XXX;MT873562;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Aplousobranchia_X;Aplousobranchia_XX;Aplousobranchia_XXX;LR136943;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Aplousobranchia_X;Aplousobranchia_XX;Aplousobranchia_XXX;MZ580875;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Aplousobranchia_X;Aplousobranchia_XX;Aplousobranchia_XXX;LR136942;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Clavelinidae;Clavelina;Clavelina_sp;MW858362;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Clavelinidae;Clavelina;Clavelina_australis;AM706464;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Clavelinidae;Clavelina;Clavelina_delavallei;AY603105;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Clavelinidae;Clavelina;Clavelina_flava;AM706478;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Clavelinidae;Clavelina;Clavelina_lepadiformis;FJ839918;complete
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Clavelinidae;Clavelina;Clavelina_lepadiformis;OM909150;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Clavelinidae;Clavelina;Clavelina_meridionalis;KC017434;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Clavelinidae;Clavelina;Clavelina_meridionalis;AM706470;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Clavelinidae;Clavelina;Clavelina_moluccensis;AM706472;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Clavelinidae;Clavelina;Clavelina_oblonga;MW285097;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Clavelinidae;Clavelina;Clavelina_picta;JN703740;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Clavelinidae;Distaplia;Distaplia_sp;KU221227;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Clavelinidae;Distaplia;Distaplia_bermudensis;OM926002;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Clavelinidae;Distaplia;Distaplia_bermudensis;MG525009;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Clavelinidae;Distaplia;Distaplia_bermudensis;MH258863;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Diazonidae;Rhopalaea;Rhopalaea_idoneta;LC455704;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Diazonidae;Rhopalaea;Rhopalaea_idoneta;LN877970;complete
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Didemnidae_X;Didemnidae_XX;LR136924;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Didemnidae_X;Didemnidae_XX;MZ580867;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Didemnum;Didemnum_sp;MW363021;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Didemnum;Didemnum_sp;MW728885;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Didemnum;Didemnum_sp;KC017439;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Didemnum;Didemnum_sp;KX641024;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Didemnum;Didemnum_sp;LR136925;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Didemnum;Didemnum_sp;JQ731747;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Didemnum;Didemnum_sp;KC017432;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Didemnum;Didemnum_albidum;MZ580852;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Didemnum;Didemnum_albopunctatum;KC017444;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Didemnum;Didemnum_apuroto;KU221211;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Didemnum;Didemnum_conchyliatum;MH258858;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Didemnum;Didemnum_cuculliferum;KU221199;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Didemnum;Didemnum_fragile;KU221201;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Didemnum;Didemnum_fulgens;JX846617;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Didemnum;Didemnum_granulatum;KU221204;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Didemnum;Didemnum_granulatum;JQ013198;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Didemnum;Didemnum_ligulum;KU221202;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Didemnum;Didemnum_ligulum;KU221210;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Didemnum;Didemnum_mutabile;KU221207;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Didemnum;Didemnum_perlucidum;KX650791;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Didemnum;Didemnum_pseudovexillum;OM909165;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Didemnum;Didemnum_sordidum;KU221197;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Didemnum;Didemnum_vexillum;KM259617;complete
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Diplosoma;Diplosoma_sp;KU221220;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Diplosoma;Diplosoma_sp;KU221184;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Diplosoma;Diplosoma_sp;MH258861;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Diplosoma;Diplosoma_sp;KU221226;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Diplosoma;Diplosoma_listerianum;MT983895;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Diplosoma;Diplosoma_listerianum;KU221221;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Diplosoma;Diplosoma_listerianum;KX650794;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Diplosoma;Diplosoma_simile;AB723717;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Diplosoma;Diplosoma_spongiforme;AY600972;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Lissoclinum;Lissoclinum_abdominale;KY741542;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Lissoclinum;Lissoclinum_fragile;KX650799;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Lissoclinum;Lissoclinum_fragile;KM924171;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Lissoclinum;Lissoclinum_patella;KJ009363;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Lissoclinum;Lissoclinum_patella;KJ009368;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Lissoclinum;Lissoclinum_patella;KJ009371;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Lissoclinum;Lissoclinum_perforatum;OM913528;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Lissoclinum;Lissoclinum_vareau;KU221205;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Polysyncraton;Polysyncraton_lacazei;AY600986;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Polysyncraton;Polysyncraton_maurizeliae;KR604727;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Polysyncraton;Polysyncraton_poro;KU221217;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Trididemnum;Trididemnum_sp;MT873563;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Trididemnum;Trididemnum_cereum;OM926007;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Trididemnum;Trididemnum_cyanophorum;JF506187;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Trididemnum;Trididemnum_fetia;KU221206;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Trididemnum;Trididemnum_maragogi;KU221183;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Trididemnum;Trididemnum_pigmentatum;KU221224;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Trididemnum;Trididemnum_savignii;MH258886;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Trididemnum;Trididemnum_tomarahi;KU221203;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Cystodytes;Cystodytes_aucklandicus;AY523059;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Cystodytes;Cystodytes_dellechiajei;AY523042;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Cystodytes;Cystodytes_dellechiajei;MW363020;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Cystodytes;Cystodytes_dellechiajei;AY523043;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Cystodytes;Cystodytes_dellechiajei;AY523045;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Cystodytes;Cystodytes_dellechiajei;AY523064;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Cystodytes;Cystodytes_lobatus;ON062319;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Eudistoma;Eudistoma_sp;KT693193;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Eudistoma;Eudistoma_sp;MW285107;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Eudistoma;Eudistoma_amplum;KC017442;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Eudistoma;Eudistoma_amplum;KX138485;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Eudistoma;Eudistoma_amplum;KM411609;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Eudistoma;Eudistoma_banyulensis;AY600973;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Eudistoma;Eudistoma_elongatum;HG005369;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Eudistoma;Eudistoma_lakshmiani;KT026593;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Eudistoma;Eudistoma_laysani;KU667263;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Eudistoma;Eudistoma_microlarvum;KU667266;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Eudistoma;Eudistoma_obscuratum;MH258869;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Eudistoma;Eudistoma_ovatum;KX138478;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Eudistoma;Eudistoma_planum;AY600977;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Eudistoma;Eudistoma_plumbeum;AY600978;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Eudistoma;Eudistoma_posidoniarum;AY600974;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Eudistoma;Eudistoma_psammion;ON062318;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Eudistoma;Eudistoma_reginum;MW363024;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Eudistoma;Eudistoma_saldanhai;MW363023;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Eudistoma;Eudistoma_tumidum;KR703627;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Eudistoma;Eudistoma_viride;KJ944392;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Nephtheis;Nephtheis_fascicularis;AM706489;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Polycitor;Polycitor_sp;MW363026;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Polycitor;Polycitor_giganteus;KC017429;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Polycitorella;Polycitorella_coronaria;AM709504;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polycitoridae;Sigillina;Sigillina_signifera;MW363029;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polyclinidae;Aplidium;Aplidium_sp;OR590529;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polyclinidae;Aplidium;Aplidium_sp;MW872264;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polyclinidae;Aplidium;Aplidium_sp;MW858361;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polyclinidae;Aplidium;Aplidium_californicum;MZ580885;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polyclinidae;Aplidium;Aplidium_californicum;MZ580881;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polyclinidae;Aplidium;Aplidium_californicum;MN138368;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polyclinidae;Aplidium;Aplidium_coei;MZ580884;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polyclinidae;Aplidium;Aplidium_conicum;AY600969;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polyclinidae;Aplidium;Aplidium_elegans;MT873556;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polyclinidae;Aplidium;Aplidium_fuscum;AY600975;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polyclinidae;Aplidium;Aplidium_peruvianum;KU299756;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polyclinidae;Aplidium;Aplidium_pseudolobatum;AY600967;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polyclinidae;Aplidium;Aplidium_variabile;KU299757;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polyclinidae;Polyclinum;Polyclinum_sp;KX138512;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polyclinidae;Polyclinum;Polyclinum_constellatum;MW858363;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polyclinidae;Synoicum;Synoicum_castellatum;KC017441;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polyclinidae;Synoicum;Synoicum_georgianum;KU299781;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Polyclinidae;Synoicum;Synoicum_kincaidi;MZ580519;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Pseudodistomidae;Pseudodistoma;Pseudodistoma_sp;MT873561;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Pseudodistomidae;Pseudodistoma;Pseudodistoma_cyrnusense;AY600970;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Pycnoclavellidae;Pycnoclavella;Pycnoclavella_sp;AM403704;partial
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Ascidiacea;Aplousobranchia;Pycnoclavellidae;Pycnoclavella;Pycnoclavella_sp;AY600988;partial
