domain;supergroup;division;subdivision;phylum;class;order;family;genus;species;accesion;Completeness
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium_vulpinum;EF180441;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces;Talaromyces_flavus;EF180447;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces;Talaromyces_trachyspermus;EF180448;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Eurotiomycetes;Onygenales;Ajellomycetaceae;Blastomyces;Blastomyces_dermatitidis;OR345364;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Eurotiomycetes;Onygenales;Arthrodermataceae;Trichophyton;Trichophyton_mentagrophytes;MG592681;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Lecanoromycetes;Lecanorales;Parmeliaceae;Usnea;Usnea_ceratina;KX987159;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Lecanoromycetes;Lecanorales;Stereocaulaceae;Lepraria;Lepraria_finkii;OL989704;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Lecanoromycetes;Peltigerales;Peltigeraceae;Peltigera;Peltigera_ponojensis;OR350406;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Chaetomellales;Chaetomellaceae;Synchaetomella;Synchaetomella_acerina;JX989833;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Discinellaceae;Articulospora;Articulospora_atra;KP234375;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Discinellaceae;Articulospora;Articulospora_atra;KP234374;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Discinellaceae;Articulospora;Articulospora_proliferata;KP234373;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Discinellaceae;Articulospora;Articulospora_tetracladia;EU998933;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Discinellaceae;Articulospora;Articulospora_tetracladia;KP234379;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Discinellaceae;Articulospora;Articulospora_tetracladia;KP234383;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Discinellaceae;Articulospora;Articulospora_tetracladia;EU998932;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Discinellaceae;Articulospora;Articulospora_tetracladia;EU998936;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Discinellaceae;Fontanospora;Fontanospora_fusiramosa;KP234376;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Helotialesincertaesedis;Tetracladium;Tetracladium_apiense;EU883398;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Helotialesincertaesedis;Tetracladium;Tetracladium_apiense;EU883400;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Helotialesincertaesedis;Tetracladium;Tetracladium_breve;EU883410;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Helotialesincertaesedis;Tetracladium;Tetracladium_furcatum;EU883404;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Helotialesincertaesedis;Tetracladium;Tetracladium_marchalianum;EU883392;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Helotialesincertaesedis;Tetracladium;Tetracladium_palmatum;EU883403;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Mollisiaceae;Phialocephala;Phialocephala_europaea;JN091450;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Mollisiaceae;Phialocephala;Phialocephala_fortinii;KM042211;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Mollisiaceae;Phialocephala;Phialocephala_helvetica;JN091451;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Pleuroascaceae;Venustampulla;Venustampulla_parva;MH784997;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetes_X;Leotiomycetes_XX;Leohumicola;Leohumicola_sp;EU678469;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetes_X;Leotiomycetes_XX;Leohumicola;Leohumicola_sp;EU678468;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetes_X;Leotiomycetes_XX;Leohumicola;Leohumicola_sp;MG132079;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetes_X;Leotiomycetes_XX;Leohumicola;Leohumicola_incrustata;EU678436;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetes_X;Leotiomycetes_XX;Leohumicola;Leohumicola_lenta;EU678465;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetes_X;Leotiomycetes_XX;Leohumicola;Leohumicola_levissima;EU678419;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetes_X;Leotiomycetes_XX;Leohumicola;Leohumicola_verrucosa;EU678418;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetes_X;Myxotrichaceae;Myxotrichum;Myxotrichum_deflexum;EU678467;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetes_X;Pseudeurotiaceae;Gymnostellatospora;Gymnostellatospora_bhattii;FJ590558;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetes_X;Pseudeurotiaceae;Pseudogymnoascus;Pseudogymnoascus_sp;FJ590561;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetes_X;Pseudeurotiaceae;Pseudogymnoascus;Pseudogymnoascus_pannorum;FJ590564;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetes_X;Micraspidaceae;Micraspis;Micraspis_sp;MW048162;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Glomerellales;Australiascaceae;Monilochaetes;Monilochaetes_infuscans;FJ663056;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum_acutatum;KX108949;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum_chlorophyti;KP987530;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum_coccodes;KP987546;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum_gloeosporioides;MZ407497;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum_gloeosporioides;KP987550;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum_incanum;KP987532;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum_lupini;KT918406;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum_truncatum;KP987537;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum_truncatum;KP987535;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Bionectriaceae;Clonostachys;Clonostachys_compactiuscula;FJ663053;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Bionectriaceae;Clonostachys;Clonostachys_rosea;FJ663054;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Bionectriaceae;Gliomastix;Gliomastix_murorum;FJ663051;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Clavicipitaceae;Metarhizium;Metarhizium_anisopliae;FJ501247;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Cordycipitaceae;Akanthomyces;Akanthomyces_lecanii;DQ311640;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Cordycipitaceae;Beauveria;Beauveria_bassiana;KR733105;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Cordycipitaceae;Beauveria;Beauveria_bassiana;OM782667;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Cordycipitaceae;Cordyceps;Cordyceps_sp;HM595942;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Cordycipitaceae;Cordyceps;Cordyceps_chanhua;MH734937;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Cordycipitaceae;Cordyceps;Cordyceps_gunnii;KJ021195;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Cordycipitaceae;Cordyceps;Cordyceps_tenuipes;MW387533;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma_reesei;FJ501246;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Hypocrealesincertaesedis;Emericellopsis;Emericellopsis_minima;FJ501225;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Hypocrealesincertaesedis;Gliocladium;Gliocladium_viride;FJ663055;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Hypocrealesincertaesedis;Hapsidospora;Hapsidospora_chrysogenum;FJ501222;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Hypocrealesincertaesedis;Stilbella;Stilbella_aciculosa;FJ663057;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Calonectria;Calonectria_colhounii;JN574872;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Calonectria;Calonectria_ilicicola;MT118656;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Cosmospora;Cosmospora_meliopsicola;JN574859;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Cylindrodendrum;Cylindrodendrum_hubeiense;JN574861;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Dialonectria;Dialonectria_episphaeria;JN574863;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_sp;KF467360;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_sp;MZ407511;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_acutatum;MT010914;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_andiyazi;MT010917;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_anthophilum;KF467351;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_avenaceum;FJ501230;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_boothii;MW182656;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_cerealis;MT036643;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_circinatum;FJ501232;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_coeruleum;FJ501234;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_cortaderiae;MW182660;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_delphinoides;FJ501236;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_graminearum;FJ501239;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_haematococcum;JN574858;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_oxysporum;MT010933;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_proliferatum;FJ590532;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_sacchari;MT010910;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_subglutinans;GQ503090;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Macroconia;Macroconia_gigas;JN574865;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Neonectria;Neonectria_ditissima;FJ501249;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Pseudocosmospora;Pseudocosmospora_vilior;JN574871;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Thelonectria;Thelonectria_discophora;JN574860;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Thelonectria;Thelonectria_veuillotiana;JN574862;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriaceae;Volutella;Volutella_consors;JN574873;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Niessliaceae;Niesslia;Niesslia_mucida;FJ501248;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Hirsutella;Hirsutella_thompsonii;MH367296;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Ophiocordyceps;Ophiocordyceps_liangshanensis;KJ021213;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Ophiocordyceps;Ophiocordyceps_liangshanensis;KJ021216;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Ophiocordyceps;Ophiocordyceps_sinensis;KJ021200;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Ophiocordyceps;Ophiocordyceps_sinensis;KJ021206;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Purpureocillium;Purpureocillium_lilacinum;KP296921;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Tolypocladium;Tolypocladium_inflatum;KY924883;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Microascales;Ceratocystidaceae;Ceratocystis;Ceratocystis_huliohia;MT331822;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Microascales;Microascaceae;Acaulium;Acaulium_acremonium;MH784987;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Microascales;Microascaceae;Acaulium;Acaulium_albonigrescens;MH784974;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Microascales;Microascaceae;Acaulium;Acaulium_caviariforme;MH784976;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Microascales;Microascaceae;Microascus;Microascus_chartarus;MH784992;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Microascales;Microascaceae;Microascus;Microascus_cinereus;MH784977;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Microascales;Microascaceae;Microascus;Microascus_cirrosus;MH784978;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Microascales;Microascaceae;Microascus;Microascus_croci;MH784994;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Microascales;Microascaceae;Microascus;Microascus_longirostris;MH784981;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Microascales;Microascaceae;Microascus;Microascus_paisii;MH784990;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Microascales;Microascaceae;Microascus;Microascus_pseudolongirostris;MH784979;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Microascales;Microascaceae;Microascus;Microascus_senegalensis;MH784985;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Microascales;Microascaceae;Pithoascus;Pithoascus_lunatus;MH784984;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Microascales;Microascaceae;Pithoascus;Pithoascus_stoveri;MH784986;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Microascales;Microascaceae;Scopulariopsis;Scopulariopsis_asperula;MH784975;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Microascales;Microascaceae;Scopulariopsis;Scopulariopsis_flava;MH784989;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Microascales;Microascaceae;Wardomyces;Wardomyces_giganteus;MH784980;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Microascales;Microascaceae;Yunnania;Yunnania_carbonaria;MH784991;partial
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Pezizomycotina;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Leptographium;Leptographium_wingfieldii;OP973814;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;saccharomyceta;Lecanoromycetes;Lecanorales;Cladoniaceae;Cladonia;Cladonia_coccifera;OL989713;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida;Candida_albicans;JQ864234;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida;Candida_oxycetoniae;KC993187;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida;Candida_saraburiensis;KC993174;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida;Candida_verbasci;OK589855;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces;Debaryomyces_hansenii;DQ508940;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia;Metschnikowia_agaves;MT442068;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces;Wickerhamomyces_mucosus;KC993197;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Naumovozyma;Saccharomyces_castellii;AF437291;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;Saccharomyces_paradoxus;KY287653;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora;Torulaspora_globosa;KM595074;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Saccharomycodes;Saccharomycodes_ludwigii;MT461933;complete
Eukaryota;Obazoa;Opisthokonta;Ascomycota;Taphrinomycotina;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces;Schizosaccharomyces_pombe;MK618081;complete
Eukaryota;Obazoa;Opisthokonta;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Agaricalesincertaesedis;Tricholomopsis;Tricholomopsis_decora;JN029523;partial
Eukaryota;Obazoa;Opisthokonta;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Agaricaceae;Lacrymaria;Lacrymaria_lacrymabunda;JN029464;partial
Eukaryota;Obazoa;Opisthokonta;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Agaricaceae;Lepiota;Lepiota_sp;JN029471;partial
Eukaryota;Obazoa;Opisthokonta;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Agaricaceae;Lepiota;Lepiota_sp;JN029470;partial
Eukaryota;Obazoa;Opisthokonta;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Agaricaceae;Lepiota;Lepiota_castanea;JN029468;partial
Eukaryota;Obazoa;Opisthokonta;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Agaricaceae;Lepiota;Lepiota_clypeolaria;JN029469;partial
Eukaryota;Obazoa;Opisthokonta;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Bolbitiaceae;Conocybe;Conocybe_sp;JN029421;partial
Eukaryota;Obazoa;Opisthokonta;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_sp;JN029423;partial
Eukaryota;Obazoa;Opisthokonta;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_sp;JN029422;partial
Eukaryota;Obazoa;Opisthokonta;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_absarokensis;JN029424;partial
Eukaryota;Obazoa;Opisthokonta;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_violaceus;JN029425;partial
Eukaryota;Obazoa;Opisthokonta;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Hydnangiaceae;Laccaria;Laccaria_laccata;JN029462;partial
Eukaryota;Obazoa;Opisthokonta;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Hymenogastraceae;Gymnopilus;Gymnopilus_sp;JN029438;partial
Eukaryota;Obazoa;Opisthokonta;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Hymenogastraceae;Hebeloma;Hebeloma_crustuliniforme;JN029439;partial
Eukaryota;Obazoa;Opisthokonta;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Psathyrellaceae;Candolleomyces;Candolleomyces_candolleanus;JN029500;partial
Eukaryota;Obazoa;Opisthokonta;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Psathyrellaceae;Psathyrella;Psathyrella_gracilis;JN029498;partial
Eukaryota;Obazoa;Opisthokonta;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Psathyrellaceae;Psathyrella;Psathyrella_hydrophila;JN029501;partial
Eukaryota;Obazoa;Opisthokonta;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Psathyrellaceae;Psathyrella;Psathyrella_spadicea;JN029502;partial
Eukaryota;Obazoa;Opisthokonta;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Strophariaceae;Agrocybe;Agrocybe_erebia;JN029360;partial
Eukaryota;Obazoa;Opisthokonta;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Strophariaceae;Pholiota;Pholiota_spumosa;JN029479;partial
