Sequence Name;Group
BK6SC1_3_5882;1394
BK6SC1_3_5990;1394
BK6SC1_3_6167;1394
BK6SC1_3_6246;1394
BK6SC1_3_6523;1394
BK6SC1_3_6673;1394
BK6SC1_3_6820;1394
BK6SC1_3_6924;1394
BK6SC1_3_6926;1394
BK6SC1_3_7368;1394
BK6SC1_3_7747;1394
BK6SC1_3_7902;1394
BK6SC1_3_8093;1394
BK6SC1_3_8118;1394
BK6SC1_3_8138;1394
BK6SC1_3_8190;1394
BK6SC1_3_8333;1394
BK6SC1_3_8339;1394
BK6SC1_3_8606;1394
BK6SC1_3_8776;1394
BK6SC1_3_9029;1394
BK6SC1_3_9039;1394
BK6SC1_3_9157;1394
BK6SC1_3_9208;1394
BK6SC1_3_9315;1394
BK6SC1_3_9336;1394
BK6SC1_3_9432;1394
BK6SC1_3_9623;1394
BK6SC1_4_578;1394
BK6SC1_4_1446;1394
BK6SC1_4_1969;1394
BK6SC1_4_2658;1394
BK6SC1_4_2856;1394
BK6SC1_4_3330;1394
BK6SC1_4_3439;1394
BK6SC1_4_3513;1394
BK6SC1_4_3517;1394
BK6SC1_4_4008;1394
BK6SC1_4_4086;1394
BK6SC1_4_4225;1394
BK6SC1_4_4375;1394
BK6SC1_4_4573;1394
BK6SC1_4_4715;1394
BK6SC1_4_4881;1394
BK6SC1_4_4882;1394
BK6SC1_4_4996;1394
BK6SC1_4_5388;1394
BK6SC1_4_5499;1394
BK6SC1_4_5567;1394
BK6SC1_4_5582;1394
BK6SC1_4_6022;1394
BK6SC1_4_6592;1394
BK6SC1_4_6722;1394
BK6SC1_4_6757;1394
BK6SC1_4_6814;1394
BK6SC1_4_7014;1394
BK6SC1_4_7394;1394
BK6SC1_4_7576;1394
BK6SC1_4_7648;1394
BK6SC1_5_645;1394
BK6SC1_5_1650;1394
BK6SC1_5_2281;1394
BK6SC1_5_3167;1394
BK6SC1_5_4005;1394
BK6SC1_5_4033;1394
BK6SC1_5_4152;1394
BK6SC1_5_4254;1394
BK6SC1_5_4262;1394
BK6SC1_5_4368;1394
BK6SC1_5_4801;1394
BK6SC1_5_4929;1394
BK6SC1_5_5032;1394
BK6SC1_5_5196;1394
BK6SC1_5_5406;1394
BK6SC1_5_5635;1394
BK6SC1_5_6053;1394
BK6SC1_5_6377;1394
BK6SC1_5_6462;1394
BK6SC1_5_6776;1394
BK6SC1_5_7208;1394
BK6SC1_5_7225;1394
BK6SC1_5_7896;1394
BK6SC1_5_8085;1394
BK6SC1_5_8244;1394
BK6SC1_5_8529;1394
BK6SC1_5_8575;1394
BK6SC1_5_8613;1394
BK6SC1_5_8852;1394
BK6SC1_5_8964;1394
BK6SC1_5_9402;1394
BK6SC1_5_9558;1394
BK6SC1_5_9661;1394
BK6SC1_5_9791;1394
BK6SC1_5_10003;1394
BK6SC1_5_10038;1394
BK7BA1_1_352;1394
BK7BA1_1_674;1394
BK7BA1_3_726;1394
BK7BA1_3_2339;1394
BK7BA1_3_3097;1394
BK7BA1_3_7625;1394
BK7BA1_3_8673;1394
BK7BA1_4_722;1394
BK7BA1_4_5891;1394
BK7BA1_4_6892;1394
BK7BA1_5_738;1394
BK7BA1_5_2509;1394
BK7BA1_5_6585;1394
BK7BA1_5_6848;1394
BK7BA1_5_6963;1394
BK7BA1_5_8181;1394
BK7BA1_5_8881;1394
BK7BB1_1_630;1394
BK7BB1_2_703;1394
BK7BB1_2_2947;1394
BK7BB1_2_6215;1394
BK7BB1_2_6546;1394
BK7BB1_2_7219;1394
BK7BB1_3_579;1394
BK7BB1_3_2444;1394
BK7BB1_3_3545;1394
BK7BB1_3_4732;1394
BK7BB1_5_468;1394
BK7BB1_5_1175;1394
BK7BB1_5_2294;1394
BK7BB1_5_2729;1394
BK7BB1_5_3222;1394
BK7BC1_1_715;1394
BK7BC1_1_4540;1394
BK7BC1_1_5424;1394
BK7BC1_1_8298;1394
BK7BC1_2_613;1394
BK7BC1_2_1766;1394
BK7BC1_2_3626;1394
BK7BC1_2_4713;1394
BK7BC1_4_619;1394
BK7BC1_4_1766;1394
BK7BC1_4_3987;1394
BK7BC1_4_4911;1394
BK7BC1_4_4970;1394
BK7BC1_5_736;1394
BK7SA1_2_647;1394
BK7SA1_3_539;1394
BK7SA1_3_2337;1394
BK7SA1_3_4282;1394
BK7SA1_3_5824;1394
BK7SB1_4_734;1394
BK7SB1_5_3680;1394
BK7SC1_4_627;1394
PN1BA2_1_62;1394
PN1BA2_1_909;1394
PN1BA2_1_911;1394
PN1BA2_1_933;1394
PN1BA2_2_72;1394
PN1BA2_2_910;1394
PN1BA2_2_1259;1394
PN1BA2_2_1524;1394
PN1BA2_2_1807;1394
PN1BA2_2_1943;1394
PN1BA2_2_2128;1394
PN1BA2_2_2192;1394
PN1BA2_2_2447;1394
PN1BA2_2_2517;1394
PN1BA2_2_2569;1394
PN1BA2_2_2600;1394
PN1BA2_3_70;1394
PN1BA2_3_1615;1394
PN1BA2_4_52;1394
PN1BA2_5_68;1394
PN1BA2_5_937;1394
PN1BA2_5_1532;1394
PN1BA2_5_1600;1394
PN1BA2_5_1606;1394
PN1BA2_5_1782;1394
PN1BA2_5_1924;1394
PN1BA2_5_1983;1394
PN1BA2_5_2068;1394
PN1BA2_5_2348;1394
PN1BA2_5_2350;1394
PN1BA2_5_2429;1394
PN1BA2_5_2542;1394
PN1BA2_5_2724;1394
PN1BA2_5_2733;1394
PN1BA2_5_2765;1394
PN1BA2_5_2776;1394
PN1BA2_5_2884;1394
PN1BB2_1_69;1394
PN1BB2_1_860;1394
PN1BB2_1_1008;1394
PN1BB2_1_1116;1394
PN1BB2_1_1275;1394
PN1BB2_1_1303;1394
PN1BB2_2_73;1394
PN1BB2_2_225;1394
PN1BB2_2_944;1394
PN1BB2_2_1579;1394
PN1BB2_2_1707;1394
PN1BB2_2_2064;1394
PN1BB2_2_2074;1394
PN1BB2_2_2295;1394
PN1BB2_2_2389;1394
PN1BB2_2_2522;1394
PN1BB2_2_2664;1394
PN1BB2_3_56;1394
PN1BB2_4_69;1394
PN1BB2_4_710;1394
PN1BB2_4_761;1394
PN1BB2_4_767;1394
PN1BB2_4_1148;1394
PN1BB2_4_1197;1394
PN1BB2_5_77;1394
PN1BB2_5_682;1394
PN1BB2_5_1063;1394
PN1BB2_5_1236;1394
PN1BB2_5_1643;1394
PN1BB2_5_2026;1394
PN1BB2_5_2130;1394
PN1BB2_5_2287;1394
PN1BB2_5_2354;1394
PN1BB2_5_2657;1394
PN1BB2_5_2976;1394
PN1BB2_5_3152;1394
PN1BC2_1_74;1394
PN1BC2_1_1369;1394
PN1BC2_1_1658;1394
PN1BC2_1_1987;1394
PN1BC2_1_2037;1394
PN1BC2_1_2121;1394
PN1BC2_1_2164;1394
PN1BC2_1_2297;1394
PN1BC2_2_79;1394
PN1BC2_2_2143;1394
PN1BC2_2_2240;1394
PN1BC2_2_2872;1394
PN1BC2_2_2915;1394
PN1BC2_2_3203;1394
PN1BC2_2_3686;1394
PN1BC2_2_3881;1394
PN1BC2_2_3976;1394
PN1BC2_2_4244;1394
PN1BC2_3_67;1394
PN1BC2_3_1184;1394
PN1BC2_4_76;1394
PN1BC2_4_1932;1394
PN1BC2_4_2125;1394
PN1BC2_4_2481;1394
PN1BC2_4_2496;1394
PN1BC2_4_2659;1394
PN1BC2_4_2926;1394
PN1BC2_4_2971;1394
PN1BC2_4_3028;1394
PN1BC2_5_77;1394
PN1BC2_5_1028;1394
PN1BC2_5_2132;1394
PN1BC2_5_2196;1394
PN1BC2_5_2467;1394
PN1BC2_5_2891;1394
PN1BC2_5_3352;1394
PN1BC2_5_3520;1394
PN1BC2_5_3570;1394
PN1BC2_5_3620;1394
PN1BC2_5_4107;1394
PN1BC2_5_4165;1394
PN1SA2_1_82;1394
PN1SA2_1_271;1394
PN1SA2_1_967;1394
PN1SA2_1_1029;1394
PN1SA2_1_1658;1394
PN1SA2_1_1864;1394
PN1SA2_1_2624;1394
PN1SA2_1_2645;1394
PN1SA2_1_3214;1394
PN1SA2_1_3356;1394
PN1SA2_1_3519;1394
PN1SA2_1_3543;1394
PN1SA2_1_3554;1394
PN1SA2_1_3644;1394
PN1SA2_1_3708;1394
PN1SA2_1_4135;1394
PN1SA2_1_4143;1394
PN1SA2_1_4148;1394
PN1SA2_1_4248;1394
PN1SA2_1_4500;1394
PN1SA2_1_4930;1394
PN1SA2_1_5074;1394
PN1SA2_1_5131;1394
PN1SA2_1_5261;1394
PN1SA2_1_5519;1394
PN1SA2_1_5529;1394
PN1SA2_1_5606;1394
PN1SA2_1_5722;1394
PN1SA2_1_6073;1394
PN1SA2_1_6163;1394
PN1SA2_1_6177;1394
PN1SA2_1_6303;1394
PN1SA2_1_6350;1394
PN1SA2_1_6385;1394
PN1SA2_1_6433;1394
PN1SA2_1_6620;1394
PN1SA2_1_6708;1394
PN1SA2_1_7064;1394
PN1SA2_1_7081;1394
PN1SA2_1_7095;1394
PN1SA2_1_7176;1394
PN1SA2_1_7194;1394
PN1SA2_2_79;1394
PN1SA2_2_277;1394
PN1SA2_2_976;1394
PN1SA2_2_1235;1394
PN1SA2_2_1558;1394
PN1SA2_2_1747;1394
PN1SA2_2_1852;1394
PN1SA2_2_1877;1394
PN1SA2_2_2200;1394
PN1SA2_2_2444;1394
PN1SA2_2_2566;1394
PN1SA2_2_2945;1394
PN1SA2_2_3019;1394
PN1SA2_2_3139;1394
PN1SA2_2_3149;1394
PN1SA2_2_3403;1394
PN1SA2_2_3672;1394
PN1SA2_2_3869;1394
PN1SA2_2_4009;1394
PN1SA2_2_4529;1394
PN1SA2_2_4536;1394
PN1SA2_2_4628;1394
PN1SA2_2_4711;1394
PN1SA2_2_4948;1394
PN1SA2_2_4966;1394
PN1SA2_2_5055;1394
PN1SA2_2_5177;1394
PN1SA2_2_5316;1394
PN1SA2_2_5413;1394
PN1SA2_2_5461;1394
PN1SA2_2_5523;1394
PN1SA2_2_5593;1394
PN1SA2_2_5608;1394
PN1SA2_2_5669;1394
PN1SA2_2_5723;1394
PN1SA2_2_5758;1394
PN1SA2_2_6014;1394
PN1SA2_2_6137;1394
PN1SA2_2_6162;1394
PN1SA2_2_6310;1394
PN1SA2_2_6412;1394
PN1SA2_3_73;1394
PN1SA2_3_231;1394
PN1SA2_3_519;1394
PN1SA2_3_612;1394
PN1SA2_3_969;1394
PN1SA2_3_1155;1394
PN1SA2_3_1628;1394
PN1SA2_3_1828;1394
PN1SA2_3_1896;1394
PN1SA2_3_1899;1394
PN1SA2_3_1918;1394
PN1SA2_3_1967;1394
PN1SA2_3_1992;1394
PN1SA2_3_2021;1394
PN1SA2_3_2265;1394
PN1SA2_3_2321;1394
PN1SA2_3_2353;1394
PN1SA2_4_72;1394
PN1SA2_4_242;1394
PN1SA2_4_1503;1394
PN1SA2_4_1745;1394
PN1SA2_4_2099;1394
PN1SA2_4_2324;1394
PN1SA2_4_2465;1394
PN1SA2_4_2474;1394
PN1SA2_4_2490;1394
PN1SA2_4_2564;1394
PN1SA2_4_2596;1394
PN1SA2_4_2627;1394
PN1SA2_4_2779;1394
PN1SA2_4_2796;1394
PN1SA2_4_2836;1394
PN1SA2_4_3085;1394
PN1SA2_5_85;1394
PN1SA2_5_273;1394
PN1SA2_5_788;1394
PN1SA2_5_813;1394
PN1SA2_5_1230;1394
PN1SA2_5_1670;1394
PN1SA2_5_1773;1394
PN1SA2_5_2132;1394
PN1SA2_5_2618;1394
PN1SA2_5_4669;1394
PN1SA2_5_4859;1394
PN1SA2_5_5037;1394
PN1SA2_5_5141;1394
PN1SA2_5_5289;1394
PN1SA2_5_5330;1394
PN1SA2_5_5390;1394
PN1SA2_5_5530;1394
PN1SA2_5_5591;1394
PN1SA2_5_5949;1394
PN1SA2_5_5995;1394
PN1SA2_5_6103;1394
PN1SA2_5_6118;1394
PN1SA2_5_6194;1394
PN1SA2_5_6196;1394
PN1SA2_5_6234;1394
PN1SA2_5_6316;1394
PN1SA2_5_6505;1394
PN1SA2_5_6626;1394
PN1SA2_5_6683;1394
PN1SA2_5_6769;1394
PN1SA2_5_7190;1394
PN1SA2_5_7397;1394
PN1SA2_5_7618;1394
PN1SA2_5_7624;1394
PN1SA2_5_7710;1394
PN1SA2_5_7889;1394
PN1SA2_5_7901;1394
PN1SA2_5_7915;1394
PN1SB2_1_82;1394
PN1SB2_1_267;1394
PN1SB2_1_2064;1394
PN1SB2_1_2150;1394
PN1SB2_1_2450;1394
PN1SB2_1_2790;1394
PN1SB2_1_3118;1394
PN1SB2_1_3152;1394
PN1SB2_1_3490;1394
PN1SB2_1_3784;1394
PN1SB2_1_3929;1394
PN1SB2_1_3936;1394
PN1SB2_1_3961;1394
PN1SB2_1_3979;1394
PN1SB2_1_4041;1394
PN1SB2_1_4239;1394
PN1SB2_1_4246;1394
PN1SB2_1_4328;1394
PN1SB2_1_4432;1394
PN1SB2_1_4477;1394
PN1SB2_1_4481;1394
PN1SB2_1_4684;1394
PN1SB2_1_4768;1394
PN1SB2_2_80;1394
PN1SB2_2_271;1394
PN1SB2_2_1590;1394
PN1SB2_2_1824;1394
PN1SB2_2_1912;1394
PN1SB2_2_2315;1394
PN1SB2_2_2353;1394
PN1SB2_2_2527;1394
PN1SB2_2_3127;1394
PN1SB2_2_3169;1394
PN1SB2_2_3184;1394
PN1SB2_2_3251;1394
PN1SB2_2_3329;1394
PN1SB2_2_3801;1394
PN1SB2_2_3885;1394
PN1SB2_2_4264;1394
PN1SB2_2_4365;1394
PN1SB2_2_4490;1394
PN1SB2_2_4646;1394
PN1SB2_2_4738;1394
PN1SB2_2_4814;1394
PN1SB2_2_5012;1394
PN1SB2_2_5074;1394
PN1SB2_2_5093;1394
PN1SB2_2_5223;1394
PN1SB2_2_5389;1394
PN1SB2_2_5439;1394
PN1SB2_2_5582;1394
PN1SB2_2_5718;1394
PN1SB2_2_5808;1394
PN1SB2_2_5841;1394
PN1SB2_2_5892;1394
PN1SB2_2_6023;1394
PN1SB2_2_6293;1394
PN1SB2_3_80;1394
PN1SB2_3_272;1394
PN1SB2_3_1557;1394
PN1SB2_3_2431;1394
PN1SB2_3_2819;1394
PN1SB2_3_3030;1394
PN1SB2_3_3204;1394
PN1SB2_3_3530;1394
PN1SB2_3_3661;1394
PN1SB2_3_3715;1394
PN1SB2_3_4143;1394
PN1SB2_3_4248;1394
PN1SB2_3_4322;1394
PN1SB2_3_4372;1394
PN1SB2_3_4793;1394
PN1SB2_3_5018;1394
PN1SB2_3_5101;1394
PN1SB2_3_5250;1394
PN1SB2_3_5304;1394
PN1SB2_3_5425;1394
PN1SB2_3_5732;1394
PN1SB2_3_5894;1394
PN1SB2_3_5937;1394
PN1SB2_4_81;1394
PN1SB2_4_666;1394
PN1SB2_4_687;1394
PN1SB2_4_887;1394
PN1SB2_4_1368;1394
PN1SB2_4_1528;1394
PN1SB2_4_1600;1394
PN1SB2_4_1868;1394
PN1SB2_4_1883;1394
PN1SB2_4_2053;1394
PN1SB2_4_2329;1394
PN1SB2_4_2372;1394
PN1SB2_4_2707;1394
PN1SB2_4_3039;1394
PN1SB2_4_3045;1394
PN1SB2_4_3120;1394
PN1SB2_4_3144;1394
PN1SB2_4_3281;1394
PN1SB2_4_3717;1394
PN1SB2_4_3869;1394
PN1SB2_4_3880;1394
PN1SB2_4_3930;1394
PN1SB2_4_3965;1394
PN1SB2_4_4118;1394
PN1SB2_4_4124;1394
PN1SB2_4_4191;1394
PN1SB2_4_4232;1394
PN1SB2_4_4321;1394
PN1SB2_4_4539;1394
PN1SB2_5_80;1394
PN1SB2_5_281;1394
PN1SB2_5_791;1394
PN1SB2_5_1043;1394
PN1SB2_5_1593;1394
PN1SB2_5_1685;1394
PN1SB2_5_1995;1394
PN1SB2_5_2037;1394
PN1SB2_5_2431;1394
PN1SB2_5_2435;1394
PN1SB2_5_2715;1394
PN1SB2_5_3158;1394
PN1SB2_5_3386;1394
PN1SB2_5_3444;1394
PN1SB2_5_3492;1394
PN1SB2_5_3944;1394
PN1SB2_5_4158;1394
PN1SB2_5_4231;1394
PN1SB2_5_4256;1394
PN1SB2_5_4265;1394
PN1SB2_5_4422;1394
PN1SB2_5_4754;1394
PN1SB2_5_4791;1394
PN1SB2_5_5042;1394
PN1SB2_5_5129;1394
PN1SB2_5_5465;1394
PN1SB2_5_5514;1394
PN1SB2_5_5593;1394
PN1SB2_5_5639;1394
PN1SB2_5_6187;1394
PN1SB2_5_6205;1394
PN1SB2_5_6353;1394
PN1SB2_5_6420;1394
PN1SB2_5_6572;1394
PN1SB2_5_6648;1394
PN1SB2_5_6673;1394
PN1SB2_5_6840;1394
PN1SB2_5_6862;1394
PN1SC2_1_87;1394
PN1SC2_1_299;1394
PN1SC2_1_1184;1394
PN1SC2_1_1351;1394
PN1SC2_1_1960;1394
PN1SC2_1_2304;1394
PN1SC2_1_2337;1394
PN1SC2_1_2439;1394
PN1SC2_1_2918;1394
PN1SC2_1_2945;1394
PN1SC2_1_3867;1394
PN1SC2_1_4435;1394
PN1SC2_1_4436;1394
PN1SC2_1_4470;1394
PN1SC2_1_4593;1394
PN1SC2_1_4634;1394
PN1SC2_1_5117;1394
PN1SC2_1_5182;1394
PN1SC2_1_5406;1394
PN1SC2_1_5418;1394
PN1SC2_1_5575;1394
PN1SC2_1_5621;1394
PN1SC2_1_5705;1394
PN1SC2_1_5935;1394
PN1SC2_1_5941;1394
PN1SC2_1_6109;1394
PN1SC2_1_6281;1394
PN1SC2_1_6331;1394
PN1SC2_1_6576;1394
PN1SC2_1_6588;1394
PN1SC2_1_6735;1394
PN1SC2_1_6857;1394
PN1SC2_1_6871;1394
PN1SC2_1_6914;1394
PN1SC2_1_7138;1394
PN1SC2_1_7179;1394
PN1SC2_1_7255;1394
PN1SC2_1_7457;1394
PN1SC2_1_7512;1394
PN1SC2_1_7526;1394
PN1SC2_1_7637;1394
PN1SC2_1_7752;1394
PN1SC2_1_7797;1394
PN1SC2_1_7903;1394
PN1SC2_1_7942;1394
PN1SC2_1_8083;1394
PN1SC2_1_8123;1394
PN1SC2_1_8221;1394
PN1SC2_1_8225;1394
PN1SC2_1_8423;1394
PN1SC2_1_8548;1394
PN1SC2_1_8799;1394
PN1SC2_1_8920;1394
PN1SC2_1_9089;1394
PN1SC2_1_9100;1394
PN1SC2_1_9238;1394
PN1SC2_2_80;1394
PN1SC2_2_272;1394
PN1SC2_2_1050;1394
PN1SC2_2_1463;1394
PN1SC2_2_1713;1394
PN1SC2_2_1743;1394
PN1SC2_2_2495;1394
PN1SC2_2_2844;1394
PN1SC2_2_2934;1394
PN1SC2_2_2947;1394
PN1SC2_2_3036;1394
PN1SC2_2_3302;1394
PN1SC2_2_3303;1394
PN1SC2_2_3470;1394
PN1SC2_2_3554;1394
PN1SC2_2_3558;1394
PN1SC2_2_3591;1394
PN1SC2_2_3936;1394
PN1SC2_2_3991;1394
PN1SC2_2_4033;1394
PN1SC2_2_4372;1394
PN1SC2_2_4738;1394
PN1SC2_2_4790;1394
PN1SC2_2_4874;1394
PN1SC2_2_4878;1394
PN1SC2_2_4888;1394
PN1SC2_2_5023;1394
PN1SC2_2_5189;1394
PN1SC2_2_5304;1394
PN1SC2_2_5311;1394
PN1SC2_2_5376;1394
PN1SC2_3_79;1394
PN1SC2_3_793;1394
PN1SC2_3_931;1394
PN1SC2_3_1278;1394
PN1SC2_3_2437;1394
PN1SC2_3_2460;1394
PN1SC2_3_2796;1394
PN1SC2_3_2981;1394
PN1SC2_3_3174;1394
PN1SC2_3_3266;1394
PN1SC2_3_3293;1394
PN1SC2_3_3362;1394
PN1SC2_3_3639;1394
PN1SC2_3_3644;1394
PN1SC2_3_3711;1394
PN1SC2_3_3931;1394
PN1SC2_3_4113;1394
PN1SC2_3_4154;1394
PN1SC2_3_4250;1394
PN1SC2_3_4331;1394
PN1SC2_4_84;1394
PN1SC2_4_282;1394
PN1SC2_4_299;1394
PN1SC2_4_1030;1394
PN1SC2_4_1757;1394
PN1SC2_4_2025;1394
PN1SC2_4_2050;1394
PN1SC2_4_3511;1394
PN1SC2_4_3555;1394
PN1SC2_4_3571;1394
PN1SC2_4_3577;1394
PN1SC2_4_3730;1394
PN1SC2_4_4381;1394
PN1SC2_4_4513;1394
PN1SC2_4_4527;1394
PN1SC2_4_4702;1394
PN1SC2_4_4914;1394
PN1SC2_4_4984;1394
PN1SC2_4_5017;1394
PN1SC2_4_5160;1394
PN1SC2_4_5299;1394
PN1SC2_4_5381;1394
PN1SC2_4_5440;1394
PN1SC2_4_5508;1394
PN1SC2_4_5608;1394
PN1SC2_4_5618;1394
PN1SC2_4_5925;1394
PN1SC2_4_6013;1394
PN1SC2_4_6070;1394
PN1SC2_4_6078;1394
PN1SC2_4_6128;1394
PN1SC2_4_6236;1394
PN1SC2_4_6392;1394
PN1SC2_4_6463;1394
PN1SC2_4_6624;1394
PN1SC2_4_6701;1394
PN1SC2_4_6765;1394
PN1SC2_4_6820;1394
PN1SC2_4_6858;1394
PN1SC2_4_7142;1394
PN1SC2_4_7273;1394
PN1SC2_5_81;1394
PN1SC2_5_262;1394
PN1SC2_5_772;1394
PN1SC2_5_1022;1394
PN1SC2_5_1027;1394
PN1SC2_5_1602;1394
PN1SC2_5_1889;1394
PN1SC2_5_1914;1394
PN1SC2_5_2226;1394
PN1SC2_5_2437;1394
PN1SC2_5_2454;1394
PN1SC2_5_2553;1394
PN1SC2_5_3035;1394
PN1SC2_5_3522;1394
PN1SC2_5_3537;1394
PN1SC2_5_3538;1394
PN1SC2_5_3573;1394
PN1SC2_5_3659;1394
PN1SC2_5_3700;1394
PN1SC2_5_3713;1394
PN1SC2_5_4017;1394
PN1SC2_5_4109;1394
PN1SC2_5_4263;1394
PN1SC2_5_4362;1394
PN1SC2_5_4570;1394
PN1SC2_5_4753;1394
PN1SC2_5_4818;1394
PN1SC2_5_4888;1394
PN1SC2_5_5051;1394
PN1SC2_5_5116;1394
PN1SC2_5_5249;1394
PN1SC2_5_5404;1394
PN2BA2_1_69;1394
PN2BA2_1_732;1394
PN2BA2_1_759;1394
PN2BA2_1_1363;1394
PN2BA2_1_1483;1394
PN2BA2_1_1529;1394
PN2BA2_1_1531;1394
PN2BA2_1_1603;1394
PN2BA2_1_1631;1394
PN2BA2_1_1658;1394
PN2BA2_1_2104;1394
PN2BA2_1_2139;1394
PN2BA2_2_73;1394
PN2BA2_2_221;1394
PN2BA2_2_819;1394
PN2BA2_2_1040;1394
PN2BA2_2_1551;1394
PN2BA2_2_1563;1394
PN2BA2_2_1730;1394
PN2BA2_2_1732;1394
PN2BA2_2_1768;1394
PN2BA2_2_1899;1394
PN2BA2_2_2175;1394
PN2BA2_2_2191;1394
PN2BA2_3_64;1394
PN2BA2_3_851;1394
PN2BA2_3_942;1394
PN2BA2_3_972;1394
PN2BA2_3_978;1394
PN2BA2_3_1049;1394
PN2BA2_3_1064;1394
PN2BA2_3_1127;1394
PN2BA2_3_1136;1394
PN2BA2_3_1235;1394
PN2BA2_3_1257;1394
PN2BA2_3_1258;1394
PN2BA2_3_1347;1394
PN2BA2_4_70;1394
PN2BA2_4_570;1394
PN2BA2_4_781;1394
PN2BA2_4_1052;1394
PN2BA2_4_1355;1394
PN2BA2_4_1483;1394
PN2BA2_4_1569;1394
PN2BA2_4_2041;1394
PN2BA2_4_2144;1394
PN2BA2_5_63;1394
PN2BB2_1_66;1394
PN2BB2_1_502;1394
PN2BB2_1_594;1394
PN2BB2_1_624;1394
PN2BB2_1_740;1394
PN2BB2_1_848;1394
PN2BB2_1_876;1394
PN2BB2_1_906;1394
PN2BB2_1_1167;1394
PN2BB2_1_1174;1394
PN2BB2_1_1182;1394
PN2BB2_1_1211;1394
PN2BB2_1_1215;1394
PN2BB2_2_67;1394
PN2BB2_2_204;1394
PN2BB2_2_731;1394
PN2BB2_2_813;1394
PN2BB2_2_1348;1394
PN2BB2_2_1359;1394
PN2BB2_2_1446;1394
PN2BB2_2_1460;1394
PN2BB2_2_1469;1394
PN2BB2_2_1610;1394
PN2BB2_2_1840;1394
PN2BB2_2_1876;1394
PN2BB2_2_1877;1394
PN2BB2_2_1882;1394
PN2BB2_2_1912;1394
PN2BB2_2_1925;1394
PN2BB2_3_69;1394
PN2BB2_3_236;1394
PN2BB2_3_247;1394
PN2BB2_3_976;1394
PN2BB2_3_1234;1394
PN2BB2_3_1418;1394
PN2BB2_3_1468;1394
PN2BB2_3_1696;1394
PN2BB2_3_1748;1394
PN2BB2_3_1761;1394
PN2BB2_3_1920;1394
PN2BB2_3_1932;1394
PN2BB2_3_2162;1394
PN2BB2_3_2285;1394
PN2BB2_3_2468;1394
PN2BB2_3_2572;1394
PN2BB2_3_2573;1394
PN2BB2_3_2692;1394
PN2BB2_3_2703;1394
PN2BB2_3_3063;1394
PN2BB2_3_3071;1394
PN2BB2_3_3226;1394
PN2BB2_3_3273;1394
PN2BB2_3_3489;1394
PN2BB2_3_3560;1394
PN2BB2_3_3664;1394
PN2BB2_3_3694;1394
PN2BB2_3_3721;1394
PN2BB2_3_3775;1394
PN2BB2_3_3854;1394
PN2BB2_3_3863;1394
PN2BB2_3_3886;1394
PN2BB2_3_3998;1394
PN2BB2_3_4020;1394
PN2BB2_3_4075;1394
PN2BB2_3_4108;1394
PN2BB2_3_4190;1394
PN2BB2_3_4209;1394
PN2BB2_3_4211;1394
PN2BB2_3_4254;1394
PN2BB2_3_4265;1394
PN2BB2_3_4268;1394
PN2BB2_3_4421;1394
PN2BB2_3_4443;1394
PN2BB2_3_4451;1394
PN2BB2_3_4508;1394
PN2BB2_3_4515;1394
PN2BB2_3_4576;1394
PN2BB2_3_4663;1394
PN2BB2_3_4783;1394
PN2BB2_3_4886;1394
PN2BB2_3_4929;1394
PN2BB2_3_4955;1394
PN2BB2_3_4962;1394
PN2BB2_4_71;1394
PN2BB2_4_212;1394
PN2BB2_4_223;1394
PN2BB2_4_1144;1394
PN2BB2_4_1510;1394
PN2BB2_4_1791;1394
PN2BB2_4_1828;1394
PN2BB2_4_2008;1394
PN2BB2_4_2040;1394
PN2BB2_4_2204;1394
PN2BB2_4_2375;1394
PN2BB2_4_2564;1394
PN2BB2_4_2659;1394
PN2BB2_4_2684;1394
PN2BB2_5_73;1394
PN2BB2_5_219;1394
PN2BB2_5_891;1394
PN2BB2_5_1000;1394
PN2BB2_5_1458;1394
PN2BB2_5_1596;1394
PN2BB2_5_1750;1394
PN2BB2_5_1798;1394
PN2BB2_5_2205;1394
PN2BB2_5_2374;1394
PN2BB2_5_2455;1394
PN2BB2_5_2500;1394
PN2BB2_5_2591;1394
PN2BB2_5_2674;1394
PN2BB2_5_2714;1394
PN2BB2_5_2792;1394
PN2BC2_1_72;1394
PN2BC2_1_218;1394
PN2BC2_1_610;1394
PN2BC2_1_1746;1394
PN2BC2_1_1789;1394
PN2BC2_1_2073;1394
PN2BC2_1_2149;1394
PN2BC2_1_2370;1394
PN2BC2_1_2583;1394
PN2BC2_2_74;1394
PN2BC2_2_225;1394
PN2BC2_2_1366;1394
PN2BC2_2_1411;1394
PN2BC2_2_1666;1394
PN2BC2_2_2051;1394
PN2BC2_2_2737;1394
PN2BC2_2_2757;1394
PN2BC2_3_65;1394
PN2BC2_3_725;1394
PN2BC2_3_996;1394
PN2BC2_3_1114;1394
PN2BC2_3_1413;1394
PN2BC2_3_1800;1394
PN2BC2_3_2101;1394
PN2BC2_3_2288;1394
PN2BC2_4_68;1394
PN2BC2_4_701;1394
PN2BC2_4_2613;1394
PN2BC2_5_74;1394
PN2BC2_5_210;1394
PN2BC2_5_1028;1394
PN2BC2_5_1596;1394
PN2BC2_5_1891;1394
PN2BC2_5_1967;1394
PN2BC2_5_2062;1394
PN2BC2_5_2138;1394
PN2BC2_5_2196;1394
