Sequence Name;OTU
BK4BA1_3_1276;29
BK4BA1_3_1633;29
BK4BA1_3_1685;29
BK4BA1_3_1687;29
BK4BA1_3_1884;29
BK4BA1_3_2048;29
BK4BA1_3_2192;29
BK4BA1_3_2227;29
BK4BA1_3_2257;29
BK4BA1_3_2381;29
BK4BA1_3_2559;29
BK4BA1_3_2603;29
BK4BA1_3_2624;29
BK4BA1_3_2649;29
BK4BA1_3_2683;29
BK4BA1_3_2735;29
BK4BA1_3_2786;29
BK4BA1_3_2821;29
BK4BA1_3_3038;29
BK4BA1_3_3545;29
BK4BA1_3_3663;29
BK4BA1_3_4336;29
BK4BA1_3_4561;29
BK4BA1_3_4702;29
BK4BA1_3_4916;29
BK4BA1_3_4919;29
BK4BA1_3_4956;29
BK4BA1_3_5120;29
BK4BA1_3_5181;29
BK4BA1_3_5226;29
BK4BA1_3_5293;29
BK4BA1_3_5302;29
BK4BA1_3_5357;29
BK4BA1_3_5471;29
BK4BA1_3_5488;29
BK4BA1_3_5589;29
BK4BA1_3_5645;29
BK4BA1_3_5753;29
BK4BA1_3_5858;29
BK4BA1_3_5870;29
BK4BA1_3_5881;29
BK4BA1_3_5990;29
BK4BA1_3_6018;29
BK4BA1_3_6084;29
BK4BA1_3_6096;29
BK4BA1_3_6147;29
BK4BA1_3_6168;29
BK4BA1_3_6202;29
BK4BA1_4_11;29
BK4BA1_4_132;29
BK4BA1_4_221;29
BK4BA1_4_266;29
BK4BA1_4_286;29
BK4BA1_4_789;29
BK4BA1_4_847;29
BK4BA1_4_1072;29
BK4BA1_4_1529;29
BK4BA1_4_1748;29
BK4BA1_4_1823;29
BK4BA1_4_1824;29
BK4BA1_4_1852;29
BK4BA1_4_2331;29
BK4BA1_4_2491;29
BK4BA1_4_3141;29
BK4BA1_4_3154;29
BK4BA1_4_3309;29
BK4BA1_4_3318;29
BK4BA1_4_3407;29
BK4BA1_4_3412;29
BK4BA1_4_3474;29
BK4BA1_4_3606;29
BK4BA1_4_3760;29
BK4BA1_4_4208;29
BK4BA1_4_4290;29
BK4BA1_4_4539;29
BK4BA1_4_4576;29
BK4BA1_4_4766;29
BK4BA1_4_4957;29
BK4BA1_4_5138;29
BK4BA1_4_5192;29
BK4BA1_4_5562;29
BK4BA1_4_5732;29
BK4BA1_4_5826;29
BK4BA1_4_6047;29
BK4BA1_4_7285;29
BK4BA1_4_7611;29
BK4BA1_4_7852;29
BK4BA1_4_8197;29
BK4BA1_4_8600;29
BK4BA1_4_9407;29
BK4BA1_4_9825;29
BK4BA1_4_10160;29
BK4BA1_4_10309;29
BK4BA1_4_10901;29
BK4BA1_4_11216;29
BK4BA1_4_11380;29
BK4BA1_4_11694;29
BK4BA1_4_12300;29
BK4BA1_4_12379;29
BK4BA1_4_12459;29
BK4BA1_4_12738;29
BK4BA1_4_12998;29
BK4BA1_4_13746;29
BK4BA1_5_12;29
BK4BA1_5_119;29
BK4BA1_5_240;29
BK4BA1_5_607;29
BK4BA1_5_645;29
BK4BA1_5_783;29
BK4BA1_5_1109;29
BK4BA1_5_1167;29
BK4BA1_5_1197;29
BK4BA1_5_1792;29
BK4BA1_5_1862;29
BK4BA1_5_1903;29
BK4BA1_5_2041;29
BK4BA1_5_2139;29
BK4BA1_5_2158;29
BK4BA1_5_2206;29
BK4BA1_5_2241;29
BK4BA1_5_2572;29
BK4BA1_5_2590;29
BK4BA1_5_2932;29
BK4BA1_5_3166;29
BK4BA1_5_3306;29
BK4BA1_5_3420;29
BK4BA1_5_3531;29
BK4BA1_5_3933;29
BK4BA1_5_4042;29
BK4BA1_5_4094;29
BK4BA1_5_4448;29
BK4BA1_5_4517;29
BK4BA1_5_4615;29
BK4BA1_5_4680;29
BK4BA1_5_4736;29
BK4BB1_1_12;29
BK4BB1_1_119;29
BK4BB1_1_194;29
BK4BB1_1_239;29
BK4BB1_1_265;29
BK4BB1_1_799;29
BK4BB1_1_1366;29
BK4BB1_1_1464;29
BK4BB1_1_1558;29
BK4BB1_1_1622;29
BK4BB1_1_1643;29
BK4BB1_1_2052;29
BK4BB1_1_2189;29
BK4BB1_1_2194;29
BK4BB1_1_2349;29
BK4BB1_1_2408;29
BK4BB1_1_2636;29
BK4BB1_1_2952;29
BK4BB1_1_3299;29
BK4BB1_1_3316;29
BK4BB1_1_3476;29
BK4BB1_1_3648;29
BK4BB1_1_3919;29
BK4BB1_1_3953;29
BK4BB1_1_4765;29
BK4BB1_1_4935;29
BK4BB1_1_5447;29
BK4BB1_1_5559;29
BK4BB1_1_6382;29
BK4BB1_1_6419;29
BK4BB1_1_6429;29
BK4BB1_1_6800;29
BK4BB1_1_6997;29
BK4BB1_1_7088;29
BK4BB1_1_7546;29
BK4BB1_1_7753;29
BK4BB1_1_7788;29
BK4BB1_1_8011;29
BK4BB1_1_8574;29
BK4BB1_1_8642;29
BK4BB1_1_8926;29
BK4BB1_2_12;29
BK4BB1_2_107;29
BK4BB1_2_171;29
BK4BB1_2_205;29
BK4BB1_2_227;29
BK4BB1_2_593;29
BK4BB1_2_708;29
BK4BB1_2_988;29
BK4BB1_2_1057;29
BK4BB1_2_1248;29
BK4BB1_2_1631;29
BK4BB1_2_1718;29
BK4BB1_2_1811;29
BK4BB1_2_1845;29
BK4BB1_2_1943;29
BK4BB1_2_1962;29
BK4BB1_2_2041;29
BK4BB1_2_2070;29
BK4BB1_2_2111;29
BK4BB1_2_2120;29
BK4BB1_2_2277;29
BK4BB1_2_2290;29
BK4BB1_2_2805;29
BK4BB1_2_2888;29
BK4BB1_2_3013;29
BK4BB1_2_3133;29
BK4BB1_2_3236;29
BK4BB1_2_3307;29
BK4BB1_2_3546;29
BK4BB1_2_3885;29
BK4BB1_3_12;29
BK4BB1_3_131;29
BK4BB1_3_141;29
BK4BB1_3_223;29
BK4BB1_3_275;29
BK4BB1_3_298;29
BK4BB1_3_606;29
BK4BB1_3_934;29
BK4BB1_3_1192;29
BK4BB1_3_1402;29
BK4BB1_3_1829;29
BK4BB1_3_1950;29
BK4BB1_3_2052;29
BK4BB1_3_2083;29
BK4BB1_3_2658;29
BK4BB1_3_2858;29
BK4BB1_3_2864;29
BK4BB1_3_3086;29
BK4BB1_3_3548;29
BK4BB1_3_3571;29
BK4BB1_3_3767;29
BK4BB1_3_3779;29
BK4BB1_3_3877;29
BK4BB1_3_3883;29
BK4BB1_3_3944;29
BK4BB1_3_4001;29
BK4BB1_3_4074;29
BK4BB1_3_4093;29
BK4BB1_3_4265;29
BK4BB1_3_4522;29
BK4BB1_3_4567;29
BK4BB1_3_4598;29
BK4BB1_3_4622;29
BK4BB1_3_4703;29
BK4BB1_3_4751;29
BK4BB1_3_4824;29
BK4BB1_3_4851;29
BK4BB1_3_5064;29
BK4BB1_3_5148;29
BK4BB1_3_5203;29
BK4BB1_3_5402;29
BK4BB1_3_5597;29
BK4BB1_3_5812;29
BK4BB1_3_5874;29
BK4BB1_3_5984;29
BK4BB1_3_6345;29
BK4BB1_3_6510;29
BK4BB1_3_6607;29
BK4BB1_3_6890;29
BK4BB1_3_7081;29
BK4BB1_3_7166;29
BK4BB1_3_7269;29
BK4BB1_3_7337;29
BK4BB1_3_8357;29
BK4BB1_3_8395;29
BK4BB1_3_8615;29
BK4BB1_3_9463;29
BK4BB1_3_9820;29
BK4BB1_3_9869;29
BK4BB1_3_10127;29
BK4BB1_3_10760;29
BK4BB1_3_10792;29
BK4BB1_3_10969;29
BK4BB1_3_11729;29
BK4BB1_3_12051;29
BK4BB1_3_12136;29
BK4BB1_3_12250;29
BK4BB1_3_12754;29
BK4BB1_3_12852;29
BK4BB1_3_12921;29
BK4BB1_3_13423;29
BK4BB1_3_13642;29
BK4BB1_3_13656;29
BK4BB1_3_14591;29
BK4BB1_3_14963;29
BK4BB1_3_14982;29
BK4BB1_3_15793;29
BK4BB1_4_12;29
BK4BB1_4_128;29
BK4BB1_4_221;29
BK4BB1_4_269;29
BK4BB1_4_292;29
BK4BB1_4_609;29
BK4BB1_4_944;29
BK4BB1_4_1196;29
BK4BB1_4_1691;29
BK4BB1_4_1806;29
BK4BB1_4_1932;29
BK4BB1_4_2030;29
BK4BB1_4_2054;29
BK4BB1_4_2608;29
BK4BB1_4_2808;29
BK4BB1_4_3120;29
BK4BB1_4_3224;29
BK4BB1_4_3527;29
BK4BB1_4_3603;29
BK4BB1_4_3726;29
BK4BB1_4_3828;29
BK4BB1_4_3834;29
BK4BB1_4_3900;29
BK4BB1_4_3953;29
BK4BB1_4_4023;29
BK4BB1_4_4226;29
BK4BB1_4_4520;29
BK4BB1_4_4584;29
BK4BB1_4_4649;29
BK4BB1_4_4708;29
BK4BB1_4_4803;29
BK4BB1_4_5860;29
BK4BB1_4_5964;29
BK4BB1_4_6474;29
BK4BB1_4_6574;29
BK4BB1_4_6632;29
BK4BB1_4_6818;29
BK4BB1_4_7045;29
BK4BB1_4_7193;29
BK4BB1_4_7311;29
BK4BB1_4_7377;29
BK4BB1_4_7820;29
BK4BB1_4_8163;29
BK4BB1_4_8564;29
BK4BB1_4_8839;29
BK4BB1_4_8847;29
BK4BB1_4_9278;29
BK4BB1_4_9511;29
BK4BB1_4_9593;29
BK4BB1_4_9751;29
BK4BB1_4_9771;29
BK4BB1_4_9963;29
BK4BB1_4_10093;29
BK4BB1_4_10298;29
BK4BB1_4_10538;29
BK4BB1_4_10808;29
BK4BB1_4_11089;29
BK4BB1_4_11214;29
BK4BB1_4_11277;29
BK4BB1_4_11391;29
BK4BB1_4_11843;29
BK4BB1_4_12505;29
BK4BB1_4_12572;29
BK4BB1_4_12864;29
BK4BB1_4_12907;29
BK4BB1_4_14110;29
BK4BB1_4_14112;29
BK4BB1_4_14118;29
BK4BB1_4_14236;29
BK4BB1_4_14349;29
BK4BB1_4_14506;29
BK4BB1_4_15470;29
BK4BB1_5_12;29
BK4BB1_5_131;29
BK4BB1_5_216;29
BK4BB1_5_261;29
BK4BB1_5_284;29
BK4BB1_5_793;29
BK4BB1_5_852;29
BK4BB1_5_1436;29
BK4BB1_5_1548;29
BK4BB1_5_1651;29
BK4BB1_5_1705;29
BK4BB1_5_1732;29
BK4BB1_5_1755;29
BK4BB1_5_2183;29
BK4BB1_5_2350;29
BK4BB1_5_2529;29
BK4BB1_5_2686;29
BK4BB1_5_3153;29
BK4BB1_5_3208;29
BK4BB1_5_3253;29
BK4BB1_5_3306;29
BK4BB1_5_3435;29
BK4BB1_5_3808;29
BK4BB1_5_3856;29
BK4BB1_5_3878;29
BK4BB1_5_3924;29
BK4BB1_5_4111;29
BK4BB1_5_4441;29
BK4BB1_5_4591;29
BK4BB1_5_4638;29
BK4BB1_5_4661;29
BK4BB1_5_4711;29
BK4BB1_5_4806;29
BK4BB1_5_4829;29
BK4BB1_5_5079;29
BK4BB1_5_5551;29
BK4BB1_5_5623;29
BK4BB1_5_5679;29
BK4BB1_5_5721;29
BK4BB1_5_5779;29
BK4BB1_5_6724;29
BK4BB1_5_8034;29
BK4BB1_5_8081;29
BK4BB1_5_8355;29
BK4BB1_5_8437;29
BK4BB1_5_8443;29
BK4BB1_5_8544;29
BK4BB1_5_8674;29
BK4BB1_5_8850;29
BK4BB1_5_9256;29
BK4BB1_5_9335;29
BK4BB1_5_9432;29
BK4BB1_5_9883;29
BK4BB1_5_9898;29
BK4BB1_5_9949;29
BK4BB1_5_10877;29
BK4BB1_5_11030;29
BK4BC1_1_12;29
BK4BC1_1_135;29
BK4BC1_1_226;29
BK4BC1_1_273;29
BK4BC1_1_302;29
BK4BC1_1_948;29
BK4BC1_1_1193;29
BK4BC1_1_1642;29
BK4BC1_1_1688;29
BK4BC1_1_1797;29
BK4BC1_1_1823;29
BK4BC1_1_1943;29
BK4BC1_1_2001;29
BK4BC1_1_2031;29
BK4BC1_1_2058;29
BK4BC1_1_2598;29
BK4BC1_1_2807;29
BK4BC1_1_3128;29
BK4BC1_1_3502;29
BK4BC1_1_3575;29
BK4BC1_1_3593;29
BK4BC1_1_3702;29
BK4BC1_1_3817;29
BK4BC1_1_3883;29
BK4BC1_1_3938;29
BK4BC1_1_4007;29
BK4BC1_1_4015;29
BK4BC1_1_4025;29
BK4BC1_1_4199;29
BK4BC1_1_4369;29
BK4BC1_1_4485;29
BK4BC1_1_4594;29
BK4BC1_1_4724;29
BK4BC1_1_4788;29
BK4BC1_1_4817;29
BK4BC1_1_4877;29
BK4BC1_1_5101;29
BK4BC1_1_5110;29
BK4BC1_1_5571;29
BK4BC1_1_5702;29
BK4BC1_1_5840;29
BK4BC1_1_5870;29
BK4BC1_1_5961;29
BK4BC1_1_6150;29
BK4BC1_1_6448;29
BK4BC1_1_6516;29
BK4BC1_1_6561;29
BK4BC1_1_6620;29
BK4BC1_1_6896;29
BK4BC1_1_7081;29
BK4BC1_1_7260;29
BK4BC1_1_7475;29
BK4BC1_1_7711;29
BK4BC1_1_8452;29
BK4BC1_1_8960;29
BK4BC1_1_9388;29
BK4BC1_1_9599;29
BK4BC1_1_9632;29
BK4BC1_1_9658;29
BK4BC1_1_9951;29
BK4BC1_1_10177;29
BK4BC1_1_10385;29
BK4BC1_1_10773;29
BK4BC1_1_10819;29
BK4BC1_1_11346;29
BK4BC1_1_11486;29
BK4BC1_1_11496;29
BK4BC1_1_11582;29
BK4BC1_1_11694;29
BK4BC1_1_11752;29
BK4BC1_1_12162;29
BK4BC1_1_12441;29
BK4BC1_1_12488;29
BK4BC1_1_12668;29
BK4BC1_1_12671;29
BK4BC1_1_12678;29
BK4BC1_1_13073;29
BK4BC1_1_13760;29
BK4BC1_1_13830;29
BK4BC1_1_14029;29
BK4BC1_1_14134;29
BK4BC1_1_14147;29
BK4BC1_1_14200;29
BK4BC1_1_14373;29
BK4BC1_1_14383;29
BK4BC1_1_14497;29
BK4BC1_1_14963;29
BK4BC1_1_15136;29
BK4BC1_1_15139;29
BK4BC1_1_15240;29
BK4BC1_2_13;29
BK4BC1_2_122;29
BK4BC1_2_128;29
BK4BC1_2_210;29
BK4BC1_2_252;29
BK4BC1_2_274;29
BK4BC1_2_811;29
BK4BC1_2_1012;29
BK4BC1_2_1389;29
BK4BC1_2_1472;29
BK4BC1_2_1555;29
BK4BC1_2_1595;29
BK4BC1_2_1622;29
BK4BC1_2_2185;29
BK4BC1_2_2649;29
BK4BC1_2_2699;29
BK4BC1_2_2710;29
BK4BC1_2_2844;29
BK4BC1_2_2849;29
BK4BC1_2_2897;29
BK4BC1_2_2926;29
BK4BC1_2_2976;29
BK4BC1_2_3113;29
BK4BC1_2_3322;29
BK4BC1_2_3352;29
BK4BC1_2_3393;29
BK4BC1_2_3434;29
BK4BC1_2_3480;29
BK4BC1_2_3497;29
BK4BC1_2_3519;29
BK4BC1_2_3529;29
BK4BC1_2_3675;29
BK4BC1_2_3717;29
BK4BC1_2_4051;29
BK4BC1_2_4139;29
BK4BC1_2_4272;29
BK4BC1_2_4528;29
BK4BC1_2_4908;29
BK4BC1_2_5215;29
BK4BC1_2_5277;29
BK4BC1_2_5440;29
BK4BC1_2_5736;29
BK4BC1_2_7008;29
BK4BC1_2_7150;29
BK4BC1_2_7308;29
BK4BC1_2_7531;29
BK4BC1_2_7560;29
BK4BC1_2_7595;29
BK4BC1_2_7811;29
BK4BC1_2_8032;29
BK4BC1_2_8380;29
BK4BC1_2_8816;29
BK4BC1_2_8871;29
BK4BC1_2_8915;29
BK4BC1_2_8938;29
BK4BC1_2_9044;29
BK4BC1_2_9415;29
BK4BC1_2_9441;29
BK4BC1_3_11;29
BK4BC1_3_123;29
BK4BC1_3_204;29
BK4BC1_3_246;29
BK4BC1_3_268;29
BK4BC1_3_810;29
BK4BC1_3_1014;29
BK4BC1_3_1089;29
BK4BC1_3_1492;29
BK4BC1_3_1595;29
BK4BC1_3_1671;29
BK4BC1_3_1696;29
BK4BC1_3_1907;29
BK4BC1_3_2087;29
BK4BC1_3_2248;29
BK4BC1_3_2460;29
BK4BC1_3_2735;29
BK4BC1_3_2787;29
BK4BC1_3_2874;29
BK4BC1_3_2880;29
BK4BC1_3_2956;29
BK4BC1_3_2960;29
BK4BC1_3_3007;29
BK4BC1_3_3097;29
BK4BC1_3_3110;29
BK4BC1_3_3226;29
BK4BC1_3_3499;29
BK4BC1_3_3630;29
BK4BC1_3_3654;29
BK4BC1_3_3905;29
BK4BC1_3_4357;29
BK4BC1_3_4574;29
BK4BC1_3_4769;29
BK4BC1_3_4874;29
BK4BC1_3_5010;29
BK4BC1_3_5374;29
BK4BC1_3_5397;29
BK4BC1_3_5627;29
BK4BC1_3_6047;29
BK4BC1_3_6161;29
BK4BC1_3_6920;29
BK4BC1_3_7024;29
BK4BC1_3_7252;29
BK4BC1_3_7447;29
BK4BC1_3_7594;29
BK4BC1_3_7653;29
BK4BC1_3_7848;29
BK4BC1_3_7923;29
BK4BC1_3_8077;29
BK4BC1_3_8178;29
BK4BC1_3_8275;29
BK4BC1_3_8555;29
BK4BC1_3_8797;29
BK4BC1_3_8885;29
BK4BC1_3_8984;29
BK4BC1_3_9071;29
BK4BC1_3_9118;29
BK4BC1_3_9275;29
BK4BC1_3_9294;29
BK4BC1_3_9299;29
BK4BC1_3_9462;29
BK4BC1_3_9568;29
BK4BC1_3_9601;29
BK4BC1_3_9617;29
BK4BC1_3_9642;29
BK4BC1_3_9768;29
BK4BC1_3_9908;29
BK4BC1_3_9971;29
BK4BC1_3_10268;29
BK4BC1_3_10392;29
BK4BC1_3_10400;29
BK4BC1_3_10470;29
BK4BC1_4_13;29
BK4BC1_4_128;29
BK4BC1_4_211;29
BK4BC1_4_256;29
BK4BC1_4_282;29
BK4BC1_4_804;29
BK4BC1_4_861;29
BK4BC1_4_1083;29
BK4BC1_4_1534;29
BK4BC1_4_1646;29
BK4BC1_4_1745;29
BK4BC1_4_1819;29
BK4BC1_4_1847;29
BK4BC1_4_2352;29
BK4BC1_4_2530;29
BK4BC1_4_2790;29
BK4BC1_4_3397;29
BK4BC1_4_3457;29
BK4BC1_4_3512;29
BK4BC1_4_3716;29
BK4BC1_4_3966;29
BK4BC1_4_4009;29
BK4BC1_4_4111;29
BK4BC1_4_4185;29
BK4BC1_4_4439;29
BK4BC1_4_4628;29
BK4BC1_4_4794;29
BK4BC1_4_5043;29
BK4BC1_4_5409;29
BK4BC1_4_5562;29
BK4BC1_4_5663;29
BK4BC1_4_5874;29
BK4BC1_4_5892;29
BK4BC1_4_6338;29
BK4BC1_4_6515;29
BK4BC1_4_6678;29
BK4BC1_4_7162;29
BK4BC1_4_7328;29
BK4BC1_4_7791;29
BK4BC1_4_7934;29
BK4BC1_4_8608;29
BK4BC1_4_9072;29
BK4BC1_4_9465;29
BK4BC1_4_9599;29
BK4BC1_4_9796;29
BK4BC1_4_9849;29
BK4BC1_4_9935;29
BK4BC1_4_10139;29
BK4BC1_4_10425;29
BK4BC1_4_10517;29
BK4BC1_4_10625;29
BK4BC1_4_10702;29
BK4BC1_4_10720;29
BK4BC1_4_10935;29
BK4BC1_4_11517;29
BK4BC1_4_11864;29
BK4BC1_4_11892;29
BK4BC1_4_12462;29
BK4BC1_4_12501;29
BK4BC1_4_12948;29
BK4BC1_5_11;29
BK4BC1_5_117;29
BK4BC1_5_192;29
BK4BC1_5_230;29
BK4BC1_5_251;29
BK4BC1_5_710;29
BK4BC1_5_875;29
BK4BC1_5_1202;29
BK4BC1_5_1274;29
BK4BC1_5_1395;29
BK4BC1_5_1410;29
BK4BC1_5_1977;29
BK4BC1_5_2058;29
BK4BC1_5_2337;29
BK4BC1_5_2379;29
BK4BC1_5_2437;29
BK4BC1_5_2851;29
BK4BC1_5_3361;29
BK4BC1_5_3564;29
BK4BC1_5_3647;29
BK4BC1_5_3669;29
BK4BC1_5_3826;29
BK4BC1_5_4465;29
BK4BC1_5_5465;29
BK4BC1_5_5681;29
BK4BC1_5_5959;29
BK4BC1_5_6320;29
BK4BC1_5_6395;29
BK4SA1_1_11;29
BK4SA1_1_109;29
BK4SA1_1_169;29
BK4SA1_1_203;29
BK4SA1_1_218;29
BK4SA1_1_574;29
BK4SA1_1_699;29
BK4SA1_1_792;29
BK4SA1_1_986;29
BK4SA1_1_1042;29
BK4SA1_1_1072;29
BK4SA1_1_1082;29
BK4SA1_1_1330;29
BK4SA1_1_1413;29
BK4SA1_1_1531;29
BK4SA1_1_1704;29
BK4SA1_1_1754;29
BK4SA1_1_1799;29
BK4SA1_1_1830;29
BK4SA1_1_1860;29
BK4SA1_1_1889;29
BK4SA1_1_1897;29
BK4SA1_1_1971;29
BK4SA1_1_2073;29
BK4SA1_1_2155;29
BK4SA1_1_2181;29
BK4SA1_1_2186;29
BK4SA1_1_2211;29
BK4SA1_1_2306;29
BK4SA1_1_2309;29
BK4SA1_1_2547;29
BK4SA1_1_2720;29
BK4SA1_1_3010;29
BK4SA1_1_3110;29
BK4SA1_1_3237;29
BK4SA1_1_3430;29
BK4SA1_1_3608;29
BK4SA1_1_4034;29
BK4SA1_1_4169;29
BK4SA1_1_4639;29
BK4SA1_1_4788;29
BK4SA1_1_4796;29
BK4SA1_1_4819;29
BK4SA1_1_5024;29
BK4SA1_1_5110;29
BK4SA1_1_5268;29
BK4SA1_1_5279;29
BK4SA1_1_5440;29
BK4SA1_1_5466;29
BK4SA1_1_5530;29
BK4SA1_1_5600;29
BK4SA1_1_5919;29
BK4SA1_2_10;29
BK4SA1_2_107;29
BK4SA1_2_168;29
BK4SA1_2_212;29
BK4SA1_2_473;29
BK4SA1_2_500;29
BK4SA1_2_610;29
BK4SA1_2_782;29
BK4SA1_2_818;29
BK4SA1_2_865;29
BK4SA1_2_880;29
BK4SA1_2_893;29
BK4SA1_2_1076;29
BK4SA1_2_1204;29
BK4SA1_2_1222;29
BK4SA1_2_1350;29
BK4SA1_2_1372;29
BK4SA1_2_1473;29
BK4SA1_2_1663;29
BK4SA1_2_1707;29
BK4SA1_2_1722;29
BK4SA1_2_1789;29
BK4SA1_2_1951;29
BK4SA1_2_1985;29
BK4SA1_2_2045;29
BK4SA1_2_2102;29
BK4SA1_2_2242;29
BK4SA1_2_2481;29
BK4SA1_2_2572;29
BK4SA1_2_2608;29
BK4SA1_2_2996;29
BK4SA1_2_3325;29
BK4SA1_2_3434;29
BK4SA1_2_3571;29
BK4SA1_3_11;29
BK4SA1_3_117;29
BK4SA1_3_177;29
BK4SA1_3_214;29
BK4SA1_3_228;29
BK4SA1_3_589;29
BK4SA1_3_625;29
BK4SA1_3_778;29
BK4SA1_3_882;29
BK4SA1_3_963;29
BK4SA1_3_1066;29
BK4SA1_3_1134;29
BK4SA1_3_1208;29
BK4SA1_3_1244;29
BK4SA1_3_1264;29
BK4SA1_3_1273;29
BK4SA1_3_1563;29
BK4SA1_3_1784;29
BK4SA1_3_2021;29
BK4SA1_3_2051;29
BK4SA1_3_2181;29
BK4SA1_3_2183;29
BK4SA1_3_2249;29
BK4SA1_3_2289;29
BK4SA1_3_2393;29
BK4SA1_3_2573;29
BK4SA1_3_2615;29
BK4SA1_3_2649;29
BK4SA1_3_2681;29
BK4SA1_3_2699;29
BK4SA1_3_2725;29
BK4SA1_3_2834;29
BK4SA1_3_2841;29
BK4SA1_3_2878;29
BK4SA1_3_2915;29
BK4SA1_3_3205;29
BK4SA1_3_3249;29
BK4SA1_3_3544;29
BK4SA1_3_3742;29
BK4SA1_3_3815;29
BK4SA1_3_3821;29
BK4SA1_3_4476;29
BK4SA1_3_5000;29
BK4SA1_3_5438;29
BK4SA1_3_5758;29
BK4SA1_3_5810;29
BK4SA1_3_5818;29
BK4SA1_3_5926;29
BK4SA1_3_6214;29
BK4SA1_3_6251;29
BK4SA1_3_6257;29
BK4SA1_3_6291;29
BK4SA1_3_6437;29
BK4SA1_3_6655;29
BK4SA1_3_6729;29
BK4SA1_3_6923;29
BK4SA1_3_7027;29
BK4SA1_3_7059;29
BK4SA1_3_7211;29
BK4SA1_3_7411;29
BK4SA1_4_10;29
BK4SA1_4_110;29
BK4SA1_4_116;29
BK4SA1_4_187;29
BK4SA1_4_222;29
BK4SA1_4_238;29
BK4SA1_4_434;29
BK4SA1_4_670;29
BK4SA1_4_838;29
BK4SA1_4_1165;29
BK4SA1_4_1252;29
BK4SA1_4_1331;29
BK4SA1_4_1376;29
BK4SA1_4_1395;29
BK4SA1_4_1412;29
BK4SA1_4_1780;29
BK4SA1_4_1907;29
BK4SA1_4_2059;29
BK4SA1_4_2359;29
BK4SA1_4_2368;29
BK4SA1_4_2468;29
BK4SA1_4_2475;29
BK4SA1_4_2549;29
BK4SA1_4_2550;29
BK4SA1_4_2629;29
BK4SA1_4_2681;29
BK4SA1_4_2789;29
BK4SA1_4_2963;29
BK4SA1_4_3032;29
BK4SA1_4_3081;29
BK4SA1_4_3187;29
BK4SA1_4_3208;29
BK4SA1_4_3220;29
BK4SA1_4_3365;29
BK4SA1_4_3723;29
BK4SA1_4_3744;29
BK4SA1_4_3793;29
BK4SA1_4_3838;29
BK4SA1_4_3862;29
BK4SA1_4_3922;29
BK4SA1_4_4103;29
BK4SA1_4_4146;29
BK4SA1_4_4246;29
BK4SA1_4_4304;29
BK4SA1_4_4475;29
BK4SA1_4_4483;29
BK4SA1_4_4558;29
BK4SA1_4_4631;29
BK4SA1_4_4644;29
BK4SA1_4_4684;29
BK4SA1_4_4762;29
BK4SA1_4_4804;29
BK4SA1_4_5047;29
BK4SA1_4_5282;29
BK4SA1_4_5753;29
BK4SA1_4_5997;29
BK4SA1_4_6357;29
BK4SA1_4_6584;29
BK4SA1_4_6901;29
BK4SA1_4_6945;29
BK4SA1_4_7256;29
BK4SA1_4_7458;29
BK4SA1_4_7551;29
BK4SA1_4_8041;29
BK4SA1_4_8075;29
BK4SA1_4_8097;29
BK4SA1_4_8345;29
BK4SA1_4_8487;29
BK4SA1_4_8757;29
BK4SA1_4_8843;29
BK4SA1_4_8950;29
BK4SA1_4_9087;29
BK4SA1_4_9327;29
BK4SA1_4_9374;29
BK4SA1_4_9594;29
BK4SA1_4_10132;29
BK4SA1_4_10211;29
BK4SA1_4_10230;29
BK4SA1_4_10357;29
BK4SA1_4_10359;29
BK4SA1_5_11;29
BK4SA1_5_106;29
BK4SA1_5_155;29
BK4SA1_5_193;29
BK4SA1_5_459;29
BK4SA1_5_552;29
BK4SA1_5_736;29
BK4SA1_5_776;29
BK4SA1_5_798;29
BK4SA1_5_805;29
BK4SA1_5_1177;29
BK4SA1_5_1231;29
BK4SA1_5_1289;29
BK4SA1_5_1432;29
BK4SA1_5_1460;29
BK4SA1_5_1478;29
BK4SA1_5_1672;29
BK4SA1_5_1824;29
BK4SA1_5_1958;29
BK4SA1_5_2486;29
BK4SA1_5_2599;29
BK4SA1_5_2758;29
BK4SA1_5_2897;29
BK4SA1_5_3038;29
BK4SB1_1_11;29
BK4SB1_1_158;29
BK4SB1_1_171;29
BK4SB1_1_393;29
BK4SB1_1_610;29
BK4SB1_1_614;29
BK4SB1_1_646;29
BK4SB1_1_671;29
BK4SB1_1_870;29
BK4SB1_1_1113;29
BK4SB1_1_1296;29
BK4SB1_1_2020;29
BK4SB1_2_11;29
BK4SB1_2_112;29
BK4SB1_2_171;29
BK4SB1_2_205;29
BK4SB1_2_219;29
BK4SB1_2_549;29
BK4SB1_2_581;29
BK4SB1_2_708;29
BK4SB1_2_810;29
BK4SB1_2_970;29
BK4SB1_2_1033;29
BK4SB1_2_1090;29
BK4SB1_2_1143;29
BK4SB1_2_1416;29
BK4SB1_2_1492;29
BK4SB1_2_1630;29
BK4SB1_2_1658;29
BK4SB1_2_1659;29
BK4SB1_2_1832;29
BK4SB1_2_1927;29
BK4SB1_2_2011;29
BK4SB1_2_2085;29
BK4SB1_2_2190;29
BK4SB1_2_2233;29
BK4SB1_2_2292;29
BK4SB1_2_2327;29
BK4SB1_2_2455;29
BK4SB1_2_2484;29
