domain;supergroup;division;subdivision;phylum;class;order;family;genus;species;accesion
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphiura;Amphiura_magellanica;KU895042
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphiura;Amphiura_magellanica;EU869883
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphiura;Amphiura_maxima;KU895024
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphiura;Amphiura_microsoma;KU895040
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphiura;Amphiura_microsoma;KU895039
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphiura;Amphiura_octacantha;KU895025
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphiura;Amphiura_poecila;KU895035
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphiura;Amphiura_proposita;KU895045
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphiura;Amphiura_ptena;KU895034
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphiura;Amphiura_rosea;KU895019
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphiura;Amphiura_septemspinosa;KU895032
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphiura;Amphiura_spinipes;KU895041
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphiura;Amphiura_tenuis;KU895044
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphiura;Amphiura_trisacantha;KU895033
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphiura;Amphiura_tutanekai;KU895043
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphiura;Amphiura_uncinata;KU895026
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphiura;Amphiura_velox;KU895031
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Microphiopholis;Microphiopholis_atra;KU895048
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Microphiopholis;Microphiopholis_gracillima;KU895047
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Ophiocentrus;Ophiocentrus_pilosus;KU895049
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Ophiocentrus;Ophiocentrus_putnami;KU895051
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Ophiomonas;Ophiomonas_sp;LC586826
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Ophiophragmus;Ophiophragmus_stellatus;MK531423
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Ophiophragmus;Ophiophragmus_wurdemanii;KU895059
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiactidae;Hemipholis;Hemipholis_cordifera;KU895137
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiactidae;Histampica;Histampica_sp;MZ419383
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiactidae;Ophiactis;Ophiactis_abyssicola;KU895138
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiactidae;Ophiactis;Ophiactis_asperula;KU895145
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiactidae;Ophiactis;Ophiactis_balli;KX459004
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiactidae;Ophiactis;Ophiactis_hemiteles;KU895151
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiactidae;Ophiactis;Ophiactis_hirta;KU895147
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiactidae;Ophiactis;Ophiactis_macrolepidota;KU895155
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiactidae;Ophiactis;Ophiactis_perplexa;MZ198767
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiactidae;Ophiactis;Ophiactis_resiliens;KU895146
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiactidae;Ophiactis;Ophiactis_savignyi;KU895153
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiactidae;Ophiactis;Ophiactis_savignyi;KU895148
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiactidae;Ophiactis;Ophiactis_simplex;KC626185
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiactidae;Ophiactis;Ophiactis_tricolor;KU895162
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiactidae;Ophiodaphne;Ophiodaphne_sp;OR347649
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiactidae;Ophiodaphne;Ophiodaphne_formata;KU895055
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiactidae;Ophiodaphne;Ophiodaphne_scripta;KU895056
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiactidae;Ophiodaphne;Ophiodaphne_scripta;LC091378
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiactidae;Ophiodaphne;Ophiodaphne_spinosa;LC091388
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiactidae;Ophiopholis;Ophiopholis_aculeata;KU895311
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiactidae;Ophiopholis;Ophiopholis_aculeata;KJ620592
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiactidae;Ophiopholis;Ophiopholis_longispina;KU895312
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiactidae;Ophiopus;Ophiopus_sp;KU495787
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiactidae;Ophiosphaera;Ophiosphaera_insignis;KU895060
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiactidae;Ophiosphaera;Ophiosphaera_insignis;HM400516
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Breviturma;Breviturma_brevipes;KU895181
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Breviturma;Breviturma_dentata;KU895183
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Breviturma;Breviturma_doederleini;KU895182
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Breviturma;Breviturma_doederleini;OP898172
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Breviturma;Breviturma_pica;KU895184
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Breviturma;Breviturma_pusilla;KU895185
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Breviturma;Breviturma_pusilla;OP898180
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Clarkcoma;Clarkcoma_canaliculata;KU895069
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Ophiocoma;Ophiocoma_sp;KC759831
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Ophiocoma;Ophiocoma_echinata;KU895188
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Ophiocoma;Ophiocoma_erinaceus;KU895191
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Ophiocoma;Ophiocoma_schoenleinii;KU895189
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Ophiocoma;Ophiocomella_valenciae;OP898184
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Ophiocomella;Ophiocomella_alexandri;KU895186
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Ophiocomella;Ophiocomella_sexradia;KU895196
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Ophiocomina;Ophiocomina_sp;KF175988
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Ophiocomina;Ophiocomina_nigra;KU895391
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Ophiomastix;Ophiomastix_annulosa;KU895199
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Ophiomastix;Ophiomastix_macroplaca;MW277997
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Ophiomastix;Ophiomastix_mixta;LC682283
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Ophiomastix;Ophiomastix_occidentalis;KU895193
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Ophiomastix;Ophiomastix_variabilis;KU895197
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Ophiomastix;Ophiomastix_wendtii;KJ676481
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Ophiopsila;Ophiopsila_novaezealandiae;KU895339
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Ophiopsila;Ophiopsila_pantherina;KU895341
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Ophiopteris;Ophiopteris_antipodum;KU895344
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiocomidae;Ophiopteris;Ophiopteris_papillosa;KU895345
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophionereidae;Ophionereis;Ophionereis_dubia;KU895278
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophionereidae;Ophionereis;Ophionereis_fusca;KU895286
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophionereidae;Ophionereis;Ophionereis_novaezelandiae;KU895291
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophionereidae;Ophionereis;Ophionereis_porrecta;KC760072
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Gymnolophus;Gymnolophus_obscura;KU895407
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Macrophiothrix;Macrophiothrix_hirsuta;KU895413
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Macrophiothrix;Macrophiothrix_lineocaerulea;KU895429
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Macrophiothrix;Macrophiothrix_longipeda;KU895408
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Macrophiothrix;Macrophiothrix_martensi;HM400483
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Macrophiothrix;Macrophiothrix_megapoma;KU895409
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Macrophiothrix;Macrophiothrix_obtusa;KU895415
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Macrophiothrix;Macrophiothrix_propinqua;OP898110
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Macrophiothrix;Macrophiothrix_variabilis;KU895414
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiocnemis;Ophiocnemis_marmorata;HM400511
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiogymna;Ophiogymna_elegans;KU895417
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiogymna;Ophiogymna_funesta;KU895418
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiomaza;Ophiomaza_cacaotica;KU895421
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiopteron;Ophiopteron_elegans;KU895422
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothela;Ophiothela_tigris;KU895427
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothela;Ophiothela_vincula;KU895423
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothrix;Ophiothrix_sp;MZ560147
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothrix;Ophiothrix_sp;KY262730
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothrix;Ophiothrix_sp;JX947958
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothrix;Ophiothrix_angulata;KU895443
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothrix;Ophiothrix_aristulata;KU895432
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothrix;Ophiothrix_aristulata;EU870001
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothrix;Ophiothrix_armata;KU895437
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothrix;Ophiothrix_caespitosa;KU895428
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothrix;Ophiothrix_ciliaris;KU895439
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothrix;Ophiothrix_crassispina;HM900471
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothrix;Ophiothrix_echinotecta;OP898221
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothrix;Ophiothrix_exigua;KU895438
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothrix;Ophiothrix_foveolata;OP898224
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothrix;Ophiothrix_fragilis;KU895448
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothrix;Ophiothrix_lepidus;KU895442
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothrix;Ophiothrix_lineata;KU895447
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothrix;Ophiothrix_oerstedii;KU895445
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothrix;Ophiothrix_oliveri;KU895416
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothrix;Ophiothrix_panchyendyta;KU895436
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothrix;Ophiothrix_proteus;KU895440
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothrix;Ophiothrix_purpurea;KU895434
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothrix;Ophiothrix_suensoni;KU895446
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Hemieuryalidae;Hemieuryale;Hemieuryale_pustulata;KU895314
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Hemieuryalidae;Ophioleila;Ophioleila_elegans;KU895364
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiacantha;Ophiacantha_sp;HQ946154
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiacantha;Ophiacantha_sp;GU806378
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiacantha;Ophiacantha_alternata;KU895374
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiacantha;Ophiacantha_antarctica;MZ219354
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiacantha;Ophiacantha_bidentata;HQ919172
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiacantha;Ophiacantha_brachygnatha;HQ946145
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiacantha;Ophiacantha_cosmica;MW770813
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiacantha;Ophiacantha_frigida;HQ967973
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiacantha;Ophiacantha_funebris;KU895370
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiacantha;Ophiacantha_indica;HM400465
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiacantha;Ophiacantha_indica;KU895373
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiacantha;Ophiacantha_otagoensis;KU895388
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiacantha;Ophiacantha_pentactis;KU895376
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiacantha;Ophiacantha_pentagona;HM400466
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiacantha;Ophiacantha_placida;KU895389
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiacantha;Ophiacantha_striolata;KU895371
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiacantha;Ophiacantha_vepratica;KU895372
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiacantha;Ophiacantha_vepratica;GU806193
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiocamax;Ophiocamax_sp;HQ946160
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiocamax;Ophiocamax_applicatus;GU670276
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiocamax;Ophiocamax_vitrea;KU895117
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiocopa;Ophiocopa_spatula;KU895393
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiolimna;Ophiolimna_antarctica;KU895124
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiolimna;Ophiolimna_perfida;KU895123
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiomitra;Ophiomitra_leucorhabdota;KU895394
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiomitra;Ophiomitra_valida;KU895395
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiomitrella;Ophiomitrella_conferta;HQ946173
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiomitrella;Ophiomitrella_granulosa;KU895125
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiomitrella;Ophiomitrella_mutata;KU895130
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiomoeris;Ophiomoeris_obstricta;KU895131
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiomoeris;Ophiomoeris_obstricta;HM400463
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiophthalmus;Ophiophthalmus_cataleimmoidus;HM542946
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiophthalmus;Ophiophthalmus_serratus;OQ749920
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophioplinthaca;Ophioplinthaca_sp;OR981610
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophioplinthaca;Ophioplinthaca_plicata;KU895133
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiopristis;Ophiopristis_luctosa;KU895397
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiopristis;Ophiopristis_procera;KU895396
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiothamnus;Ophiothamnus_habrotatus;KU895366
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiotoma;Ophiotoma_sp;MT160444
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiotoma;Ophiotoma_sp;HM400468
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiotoma;Ophiotoma_assimilis;KU895355
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiotoma;Ophiotoma_tertium;KU895354
Eukaryota;Obazoa;Opisthokonta;Metazoa;Echinodermata;Ophiuroidea;Amphilepidida;Ophiacanthidae;Ophiotreta;Ophiotreta_sp;HQ946193
