domain;supergroup;division;subdivision;phylum;class;order;family;genus;species;accesion
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Cercamia;Cercamia_cladara;AB890033
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Cheilodipterus;Cheilodipterus_artus;AB890034
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Coranthus;Coranthus_polyacanthus;AB890007
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Fibramia;Fibramia_amboinensis;AB890039
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Fibramia;Fibramia_thermalis;AB890041
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Foa;Foa_leisi;AB890042
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Fowleria;Fowleria_sp;AB890045
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Fowleria;Fowleria_isostigma;AB890044
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Fowleria;Fowleria_vaiulae;AB890046
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Fowleria;Fowleria_variegata;AB890047
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Glossamia;Glossamia_aprion;AB890048
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Jaydia;Jaydia_carinatus;AB890049
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Jaydia;Jaydia_lineata;AB890051
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Lachneratus;Lachneratus_phasmaticus;AB890052
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Nectamia;Nectamia_fusca;AB890053
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Ostorhinchus;Ostorhinchus_sp;AB890084
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Ostorhinchus;Ostorhinchus_sp;AB890086
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Ostorhinchus;Ostorhinchus_sp;AB890085
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Ostorhinchus;Ostorhinchus_angustatus;AB890055
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Ostorhinchus;Ostorhinchus_apogonoides;AB890056
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Ostorhinchus;Ostorhinchus_compressus;AB890058
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Ostorhinchus;Ostorhinchus_cookii;AB890059
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Ostorhinchus;Ostorhinchus_cyanosoma;AB890060
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Ostorhinchus;Ostorhinchus_dispar;AB890061
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Ostorhinchus;Ostorhinchus_endekataenia;AB890063
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Ostorhinchus;Ostorhinchus_fasciatus;AB890064
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Ostorhinchus;Ostorhinchus_gularis;AB890067
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Ostorhinchus;Ostorhinchus_ishigakiensis;AB890070
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Ostorhinchus;Ostorhinchus_margaritophorus;AB890072
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Ostorhinchus;Ostorhinchus_moluccensis;AB890073
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Ostorhinchus;Ostorhinchus_properuptus;AB890078
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Ostorhinchus;Ostorhinchus_rueppellii;AB890080
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Paroncheilus;Paroncheilus_affinis;AB890088
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Phaeoptyx;Phaeoptyx_conklini;AB890089
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Phaeoptyx;Phaeoptyx_pigmentaria;AB890090
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Pristiapogon;Pristiapogon_exostigma;AB890091
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Pristiapogon;Pristiapogon_fraenatus;AB890092
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Pristiapogon;Pristiapogon_kallopterus;AB890093
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Pristicon;Pristicon_rhodopterus;AB890095
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Pterapogon;Pterapogon_kauderni;AB890097
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Rhabdamia;Rhabdamia_gracilis;AB890098
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Rhabdamia;Rhabdamia_gracilis;AB890099
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Rhabdamia;Rhabdamia_spilota;AB890100
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Siphamia;Siphamia_sp;AB890104
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Siphamia;Siphamia_jebbi;AB890101
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Siphamia;Siphamia_majimai;AB890102
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Siphamia;Siphamia_roseigaster;AB890103
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Siphamia;Siphamia_tubulata;AB890105
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Sphaeramia;Sphaeramia_nematoptera;AB890106
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Sphaeramia;Sphaeramia_orbicularis;AB890107
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Taeniamia;Taeniamia_biguttata;AB890108
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Taeniamia;Taeniamia_buruensis;AB890109
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Verulux;Verulux_cypselurus;AB890114
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Vincentia;Vincentia_novaehollandiae;AB890116
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Zapogon;Zapogon_evermanni;AB890118
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Zoramia;Zoramia_fragilis;AB890119
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Gymnapogon;Gymnapogon_japonicus;LC602045
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Gymnapogon;Gymnapogon_philippinus;LC602046
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Gymnapogon;Gymnapogon_vanderbilti;AB890002
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Pseudamia;Pseudamia_amblyuroptera;AB890004
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Pseudamia;Pseudamia_gelatinosa;FJ346821
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Pseudamia;Pseudamia_zonata;AB890006
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Pseudamiops;Pseudamiops_sp;LC519827
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Kurtiformes;Kurtidae;Kurtus;Kurtus_gulliveri;EU381031
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Ophidiiformes;Parabrotulidae;Parabrotula;Parabrotula_tanseimaru;KY509536
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Beloniformes;Adrianichthyidae;Oryzias;Oryzias_pectoralis;KX987838
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Fundulopanchax;Fundulopanchax_gardneri;JN021666
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_sp;MT991157
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_sp;MT991142
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_sp;MT991143
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_annectens;MT415242
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_flammicomantis;MT415244
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_geminus;MN996267
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_insularis;MT415249
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_interruptus;MT415246
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_itigiensis;MN990744
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_janpapi;MT415247
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_kafuensis;MN099871
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_kilomberoensis;MT991175
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_kirki;MN099872
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_korthausae;MN099873
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_krysanovi;MT991171
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_melanospilus;MT991165
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_microlepis;MN099874
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_niassa;MT991151
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_nubaensis;MN099878
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_ocellatus;MN099879
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_orthonotus;MN099880
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_patrizii;MT991166
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_robustus;MN099902
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_serengetiensis;MN099886
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_steinforti;MN990765
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Nothobranchius;Nothobranchius_virgatus;MT991173
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Nothobranchiidae;Pronothobranchius;Pronothobranchius_seymouri;MT991153
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cyprinodontiformes;Rivulidae;Hypsolebias;Hypsolebias_igneus;HQ833482
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cichliformes;Cichlidae;Oscura;Oscura_heterospila;MW365943
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Mugiliformes;Mugilidae;Agonostomus;Agonostomus_monticola;JQ060401
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Mugiliformes;Mugilidae;Cestraeus;Cestraeus_goldiei;JQ060406
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Mugiliformes;Mugilidae;Chelon;Chelon_dumerili;JQ060464
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Mugiliformes;Mugilidae;Chelon;Chelon_planiceps;JQ060430
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Mugiliformes;Mugilidae;Crenimugil;Crenimugil_crenilabis;JQ060435
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Mugiliformes;Mugilidae;Ellochelon;Ellochelon_vaigiensis;JQ060444
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Mugiliformes;Mugilidae;Joturus;Joturus_pichardi;JQ060446
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Mugiliformes;Mugilidae;Liza;Liza_sp;JQ060494
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Mugiliformes;Mugilidae;Moolgarda;Moolgarda_cunnesius;JQ060498
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Mugiliformes;Mugilidae;Moolgarda;Moolgarda_perusii;JQ060504
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Mugiliformes;Mugilidae;Mugil;Mugil_curema;JQ060577
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Mugiliformes;Mugilidae;Mugil;Mugil_liza;HQ149712
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Mugiliformes;Mugilidae;Mugil;Mugil_rubrioculus;JQ060612
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Mugiliformes;Mugilidae;Mugil;Mugil_trichodon;JQ060614
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Mugiliformes;Mugilidae;Myxus;Myxus_elongatus;JQ060616
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Mugiliformes;Mugilidae;Oedalechilus;Oedalechilus_labeo;JQ060619
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Mugiliformes;Mugilidae;Parachelon;Parachelon_grandisquamis;JQ060476
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Mugiliformes;Mugilidae;Planiliza;Planiliza_alata;JQ060450
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Mugiliformes;Mugilidae;Pseudomyxus;Pseudomyxus_capensis;JQ060615
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Mugiliformes;Mugilidae;Rhinomugil;Rhinomugil_corsula;JQ060622
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Mugiliformes;Mugilidae;Squalomugil;Squalomugil_nasutus;JQ060623
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Mugiliformes;Mugilidae;Trachystoma;Trachystoma_petardi;JQ060626
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Scombriformes;Ariommatidae;Ariomma;Ariomma_brevimanus;AB205433
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Scombriformes;Ariommatidae;Ariomma;Ariomma_indica;AB205432
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Scombriformes;Ariommatidae;Ariomma;Ariomma_lurida;AB205431
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Perciformes;Arripidae;Arripis;Arripis_trutta;AB205452
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Scombriformes;Centrolophidae;Centrolophus;Centrolophus_niger;AB205434
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Scombriformes;Centrolophidae;Psenopsis;Psenopsis_anomala;AB205441
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Scombriformes;Nomeidae;Cubiceps;Cubiceps_paradoxus;AB205442
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Scombriformes;Stromateidae;Pampus;Pampus_punctatissimus;AB205448
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Scombriformes;Stromateidae;Peprilus;Peprilus_medius;AB205449
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Scombriformes;Tetragonuridae;Tetragonurus;Tetragonurus_cuvieri;AB205451
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Syngnathiformes;Syngnathidae;Acentronura;Acentronura_tentaculata;MN492903
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Syngnathiformes;Syngnathidae;Cosmocampus;Cosmocampus_elucens;MN492904
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Syngnathiformes;Syngnathidae;Doryrhamphus;Doryrhamphus_excisus;MN492905
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Syngnathiformes;Syngnathidae;Dunckerocampus;Dunckerocampus_pessuliferus;MN492906
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Syngnathiformes;Syngnathidae;Halicampus;Halicampus_grayi;MN492907
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Syngnathiformes;Syngnathidae;Hippocampus;Hippocampus_algiricus;MN492895
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Syngnathiformes;Syngnathidae;Hippocampus;Hippocampus_camelopardalis;MN492896
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Syngnathiformes;Syngnathidae;Phoxocampus;Phoxocampus_belcheri;MN492900
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Syngnathiformes;Syngnathidae;Phyllopteryx;Phyllopteryx_taeniolatus;MN492901
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Syngnathiformes;Syngnathidae;Syngnathus;Syngnathus_scovelli;MN492902
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cypriniformes;Cyprinidae;Poropuntius;Poropuntius_bolovenensis;KY319900
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cypriniformes;Cyprinidae;Acrossocheilus;Acrossocheilus_paradoxus;JN673557
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cypriniformes;Cyprinidae;Onychostoma;Onychostoma_barbatulum;JN673563
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cypriniformes;Cyprinidae;Carassius;Carassius_auratus_auratus;JN673558
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cypriniformes;Cyprinidae;Schizothorax;Schizothorax_curvifrons;OR922451
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cypriniformes;Cyprinidae;Cirrhinus;Cirrhinus_mrigala;MK675055
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cypriniformes;Gobionidae;Gobio;Gobio_microlepidotus;MH319412
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cypriniformes;Gobionidae;Hemibarbus;Hemibarbus_labeo;JN673562
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cypriniformes;Gobionidae;Pseudorasbora;Pseudorasbora_parva;KJ415113
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chrosomus;Chrosomus_neogaeus;KP866220
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Cypriniformes;Xenocyprididae;Opsariichthys;Opsariichthys_pachycephalus;JN673564
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Coregonus;Coregonus_sardinella;KT630719
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Brachymystax;Brachymystax_lenok;JX227988
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus_keta;MN604305
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Stomiiformes;Sternoptychidae;Argyropelecus;Argyropelecus_affinis;LC507095
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Polypteriformes;Polypteridae;Polypterus;Polypterus_delhezi;KT193202
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Polypteriformes;Polypteridae;Polypterus;Polypterus_endlicherii;KT193031
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Polypteriformes;Polypteridae;Polypterus;Polypterus_mokelembembe;MK074602
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Polypteriformes;Polypteridae;Polypterus;Polypterus_palmas;MK074603
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Polypteriformes;Polypteridae;Polypterus;Polypterus_senegalus;KU568974
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Actinopterygii;Polypteriformes;Polypteridae;Polypterus;Polypterus_weeksii;MK074605
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Amphibia;Anura;Bombinatoridae;Bombina;Bombina_bombina;EU531207
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Amphibia;Anura;Bombinatoridae;Bombina;Bombina_maxima;EU531176
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Amphibia;Anura;Bombinatoridae;Bombina;Bombina_microdeladigitora;EU531198
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Amphibia;Anura;Bombinatoridae;Bombina;Bombina_orientalis;EU531149
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Amphibia;Anura;Bombinatoridae;Bombina;Bombina_orientalis;EU531165
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Amphibia;Anura;Bombinatoridae;Bombina;Bombina_pachypus;EU531200
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Amphibia;Anura;Bombinatoridae;Bombina;Bombina_variegata;JX893178
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Amphibia;Anura;Bombinatoridae;Bombina;Bombina_variegata;EU531157
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Amphibia;Anura;Bombinatoridae;Bombina;Bombina_variegata;EU531205
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Amphibia;Caudata;Hynobiidae;Pachyhynobius;Pachyhynobius_shangchengensis;KC162056
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Amphibia;Caudata;Hynobiidae;Pachyhynobius;Pachyhynobius_shangchengensis;KC162040
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Amphibia;Caudata;Hynobiidae;Pachyhynobius;Pachyhynobius_shangchengensis;MK890384
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Amphibia;Caudata;Hynobiidae;Pachyhynobius;Pachyhynobius_shangchengensis;KC162002
Eukaryota;Obazoa;Opisthokonta;Metazoa;Chordata;Amphibia;Anura;Alytidae;Alytes;Alytes_obstetricans;AY585337
